E:\changchun\ChangChundata\mini\20210522\20210522_101_0318.PAS       21            36.5            42825            26.3            28.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0319.PAS       30            52.9            40923            48.4            16.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0320.PAS       25            43.7            44771            97.2           201.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0321.PAS       18            31.0            44726             2.6            50.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0322.PAS       20            34.7            19852            42.4            23.2   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0323.PAS       19            32.9            45746            34.6            43.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0324.PAS        6             9.1            45757            30.4            38.7   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0325.PAS       21            36.5            44763           127.0           212.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0327.PAS        8            12.9            42970           125.9            13.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0328.PAS       21            36.5            44724            14.5           117.5   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0330.PAS       15            25.6            44748           102.8           177.2   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0331.PAS       26            47.5            44718            26.1            84.5   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0332.PAS       30            52.9            41580            68.1             4.9   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0333.PAS       14            23.7             4578            43.9            59.1   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0334.PAS       20            34.7            45742           111.5           262.7   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0335.PAS       21            36.5            41731            66.8            43.3   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0336.PAS       35            62.1            43610            73.0            20.1   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0337.PAS       16            27.4            44768            73.4           137.6   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0338.PAS       32            56.6            44731            25.8           100.5   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0339.PAS       35            62.2            28499           107.8            25.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0340.PAS       21            36.5            45734           101.0           114.3   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0341.PAS       21            36.5            44536           151.0            58.9   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0342.PAS       14            23.7            44746            40.2            90.1   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0343.PAS        7            11.0            44746            43.1            93.0   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0344.PAS       37            65.7            44719             7.5            58.6   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0346.PAS       12            20.1            39678            71.1            14.2   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0347.PAS        7            11.0            39678            77.7            12.5   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0348.PAS        9            14.6            45775            84.4           251.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0349.PAS        7            11.1            39678            79.9             6.9   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0350.PAS       60           111.4            20262            23.3            26.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0351.PAS       18            32.9            32957            18.4            15.7   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0352.PAS       15            29.2            32957            25.6            19.0   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0353.PAS        6             9.1             7714            66.8            37.2   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0354.PAS        9            14.6            44743            41.0            69.8   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0355.PAS       13            27.4            32957            28.8            16.4   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0356.PAS       42            74.9            44715            10.1           209.7   
E:\changchun\ChangChundata\mini\20210522\20210522_101_0357.PAS       23            40.1            45730            89.1           141.6   
