tSec,x,y,z,vx,vy,vz,
11280,-5145703.06064788,-638744.741466602,5713583.47074433,-3682.42419526847,-4820.68317067154,-3852.11736905741,
11340,-5358512.92809645,-926839.958398825,5473651.21248725,-3409.38568873556,-4779.9937598075,-4143.55089630131,
11400,-5554615.62422828,-1212045.70524238,5216615.23299932,-3125.66237683324,-4724.3915316724,-4422.09223408248,
11460,-5733396.29772721,-1493472.00326225,4943275.51633566,-2832.13434419118,-4654.04389687222,-4686.86637086062,
11520,-5894293.86858742,-1770240.306326,4654483.3052605,-2529.71343214312,-4569.16445879718,-4937.04015543262,
11580,-6036802.85181567,-2041486.2582006,4351138.50773689,-2219.34050577705,-4470.01251759206,-5171.82501174604,
11640,-6160475.01492264,-2306362.41610091,4034186.94271842,-1901.98263751147,-4356.89243586507,-5390.4795842901,
11700,-6264920.86275255,-2564040.93148909,3704617.42979486,-1578.63016454857,-4230.15284854337,-5592.31228815549,
11760,-6349810.94180165,-2813716.17911081,3363458.72987741,-1250.29361595447,-4090.18573108554,-5776.68372125665,
11820,-6414876.95657569,-3054607.32624994,3011776.34532236,-918.000518999133,-3937.42533326455,-5943.0089366538,
11880,-6459912.69030182,-3285960.83242343,2650669.18854907,-582.792075724501,-3772.34692108591,-6090.75954846472,
11940,-6484774.72374122,-3507052.86785266,2281266.13000117,-245.719764397604,-3595.46532783282,-6219.46564174259,
12000,-6489382.94874845,-3717191.63954859,1904722.43811572,92.1580981996074,-3407.3333304946,-6328.71746142229,
12060,-6473720.87495634,-3915719.61581192,1522216.12454056,429.779813851498,-3208.53989242185,-6418.16688264335,
12120,-6437835.72855328,-4102015.64182673,1134944.20756829,766.083775133298,-2999.70829192459,-6487.52866748095,
12180,-6381838.34246821,-4275496.93963414,744118.906315554,1100.01194538165,-2781.49413913202,-6536.58151979225,
12240,-6305902.8374137,-4435620.98556012,350963.777250422,1430.5133532913,-2554.58327161315,-6565.16895251892,
12300,-6210266.09232942,-4581887.25729829,-43290.1952313704,1756.54761970412,-2319.68951150301,-6573.19994366194,
12360,-6095227.00256695,-4713838.8422089,-437408.539709369,2077.08849809177,-2077.55228594042,-6560.6493197354,
12420,-5961145.52675582,-4831063.89961249,-830157.252742266,2391.12736847885,-1828.93414591821,-6527.55784653204,
12480,-5808441.52621983,-4933196.97150074,-1220306.75154593,2697.67665869068,-1574.61819049576,-6474.03206512359,
12540,-5637593.40156513,-5019920.13525608,-1606635.80887245,2995.77317525589,-1315.40537814836,-6400.2438540698,
12600,-5449136.53394095,-5090963.99305659,-1987935.4528682,3284.48127328201,-1052.11178790875,-6306.42970865812,
12660,-5243661.54108898,-5146108.49722487,-2363012.81734454,3562.8958723288,-785.565889855456,-6192.88982240619,
