MJD,X_ECI,Y_ECI,Z_ECI,VX_ECI,VY_ECI,VZ_ECI,
59349.321793981500377,5658766.464457022957504,1294910.019386851461604,-5084622.485868446528912,3027.689650693827389,4661.254526749586148,4554.100059280080131,
59349.322488425903430,5831511.730179949663579,1572421.243297630455345,-4803574.618163201026618,2728.978346447478998,4586.712511632791575,4811.731272672689556,
59349.323182870401070,5986072.315792595036328,1845029.062957620481029,-4507514.439638033509254,2421.690676763817464,4497.849137818741838,5054.378887759349709,
59349.323877314796846,6121962.178796758875251,2111882.106654280330986,-4197364.177295974455774,2106.782382994799718,4394.935571332896870,5281.277033766726163,
59349.324571759301762,6238753.393791997805238,2372146.611788123846054,-3874090.574133794289082,1785.234543451872696,4278.287483871580662,5491.708141860305659,
59349.325266203697538,6336077.586784462444484,2625009.072718755342066,-3538701.915089807007462,1458.050576777125343,4148.264260105916037,5685.005504279962224,
59349.325960648202454,6413627.178991023451090,2869678.835028735455126,-3192244.897601586300880,1126.253054758798953,4005.267997406162067,5860.555715866439641,
59349.326655092598230,6471156.439168708398938,3105390.616482320241630,-2835801.372771510388702,790.880379058979088,3849.742276257631147,6017.800880867438536,
59349.327349537001282,6508482.330862542614341,3331406.966679708566517,-2470484.945112436078489,452.983419849777079,3682.170798602823197,6156.240567822109369,
59349.328043981498922,6525485.158431848511100,3547020.618931055068970,-2097437.482881053350866,113.622132335595609,3503.075900621674919,6275.433573491404786,
59349.328738425901975,6522109.010205063037574,3751556.769399204757065,-1717825.503995831124485,-226.137882881767496,3313.016957130342234,6374.999505903634599,
59349.329432870399614,6498361.993530659936368,3944375.243412663228810,-1332836.493528579361737,-565.228860735165767,3112.588650404190957,6454.620180485147102,
59349.330127314802667,6454316.258060104213655,4124872.561106785666198,-943675.129762271884829,-902.584402809067797,2902.419105877445418,6514.040811294215018,
59349.330821759300306,6390107.807727776467800,4292483.882730408571661,-551559.452815913013183,-1237.143053825945117,2683.167866681076248,6553.070978348529934,
59349.331516203703359,6305936.095996577292681,4446684.828558842651546,-157716.976825355319306,-1567.851863490909864,2455.523730736676043,6571.585347923449262,
59349.332210648200999,6202063.409908242523670,4586993.170853184536099,236619.229308588983258,-1893.669907463029176,2220.202472052311805,6569.524125767159603,
59349.332905092596775,6078814.044452891685069,4712970.374889096245170,630214.478601847542450,-2213.571753694741801,1977.944454339697813,6546.893278204648595,
59349.333599536999827,5936573.270588288083673,4824223.006976909935474,1021836.416091584833339,-2526.550860450404343,1729.512189576596256,6503.764502101942526,
59349.334293981497467,5775786.100709668360651,4920403.983291780576110,1410258.956355933332816,-2831.622895842407161,1475.687815629028819,6440.274984670219965,
59349.334988425900519,5596955.862177261151373,5001213.675726556219161,1794266.198427093913779,-3127.828997503057963,1217.270504347112364,6356.626974147755391,
59349.335682870398159,5400642.566640870645642,5066400.847427642904222,2172656.311123112682253,-3414.238978040843449,955.073754944237066,6253.087118371584438,
59349.336377314801211,5187461.099347205832601,5115763.431196491234004,2544245.372748722322285,-3689.954497245400034,689.922588469207085,6129.985524281462858,
59349.337071759298851,4958079.212955867871642,5149149.137775949202478,2907871.140196965076029,-3954.112081962859065,422.650671159835042,5987.714438112448079,
59349.337766203701904,4713215.355270359665155,5166455.884133763611317,3262396.728391540702432,-4205.885845309794604,154.097487822135605,5826.726609972059123,
59349.338460648097680,4453636.336939715780318,5167632.062332896515727,3606714.188057311810553,-4444.489909600920328,-114.894349964465846,5647.533545810544638,
59349.339155092602596,4180154.864239207003266,5152676.653185024857521,3939747.979767588432878,-4669.180673147086964,-383.481683206495688,5450.703760070968201,
59349.339849536998372,3893626.936509774532169,5121639.174661630764604,4260458.342269164510071,-4879.259145245337095,-650.823415766808239,5236.861010478646676,
59349.340543981503288,3594949.089413622394204,5074619.482640710659325,4567844.545123371295631,-5074.073310077223141,-916.083353685422026,5006.682247891177212,
59349.341238425899064,3285055.521232606377453,5011767.382363255135715,4860948.010587495751679,-5253.020214605790898,-1178.433113912438785,4760.895097584369978,
59349.341932870396704,2964915.092530081048608,4933282.077848324552178,5138855.267755975946784,-5415.547625920004066,-1437.054832560247405,4500.275082656165978,
59349.342627314799756,2635528.238576586358249,4839411.471144535578787,5400700.745880782604218,-5561.155390962307138,-1691.143607275961585,4225.642849819906587,
59349.343321759297396,2297923.815079987049103,4730451.307563895359635,5645669.398829075507820,-5689.396683421703528,-1939.909812992111938,3937.861465965922889,
59349.344016203700448,1953155.854377290001139,4606744.198272571898997,5872999.167724437080324,-5799.879166856483607,-2182.581388360215442,3637.833645551476820,
59349.344710648103501,1602300.269788446370512,4468678.492816673591733,6081983.273694995790720,-5892.266028637716772,-2418.406095957689558,3326.498887726324028,
59349.345405092601140,1246451.494456643471494,4316687.022896278649569,6271972.340756081975996,-5966.276827007133761,-2646.653776829303752,3004.830509076262388,
59349.346099536996917,886719.083223740570247,4151245.714345849584788,6442376.324769161641598,-6021.688133243873381,-2866.618534864206595,2673.832554947205153,
59349.346793981501833,524224.271920908708125,3972872.066625978332013,6592666.271488506346941,-6058.333976524943864,-3077.620798999987528,2334.536666364895609,
59349.347488425897609,160096.522957030509133,3782123.514717745129019,6722375.872636439278722,-6076.106143904301462,-3279.009246466786408,1987.998904657198864,
59349.348182870402525,-204529.942228239786346,3579595.678990449290723,6831102.837005980312824,-6074.954326910546115,-3470.162624733203302,1635.296551762025956,
59349.348877314798301,-568519.625080895144492,3365920.511557171121240,6918510.063593243248761,-6054.886122316298497,-3650.491482134121725,1277.524879236417291,
59349.349571759303217,-930739.212467592675239,3141764.334753631148487,6984326.629690795205534,-6015.966866164610110,-3819.439813152858733,915.793911924200415,
59349.350266203698993,-1290061.040394562762231,2907825.788486932404339,7028348.572983709163964,-5958.319328518306065,-3976.486606671376194,551.225194338230608,
59349.350960648102046,-1645366.519202756695449,2664833.687802106607705,7050439.491567273624241,-5882.123293411352279,-4121.147321142884721,184.948547807416389,
59349.351655092599685,-1995549.547180188354105,2413544.791072112973779,7050530.936941343359649,-5787.614993548611892,-4252.975267544758026,-181.901203673884055,
59349.352349537002738,-2339519.871179321315140,2154741.489212465472519,7028622.618896660394967,-5675.086401947102786,-4371.562873867305825,-548.187493889767438,
59349.353043981500377,-2676206.407441775780171,1889229.425392049597576,6984782.413319987244904,-5544.884445251453144,-4476.542875011841716,-912.775262007368269,
59349.353738425903430,-3004560.516360952984542,1617835.040884662652388,6919146.170905347913504,-5397.410088194111268,-4567.589429917024972,-1274.534261445421862,
59349.354432870401070,-3323559.208733835257590,1341403.059182717930526,6831917.328725349158049,-5233.117234221975195,-4644.419126913117907,-1632.342408119408674,
59349.355127314796846,-3632208.287622490897775,1060793.914385812822729,6723366.322670972906053,-5052.511481103861115,-4706.791876370692989,-1985.089093983864359,
59349.355821759301762,-3929545.409204754512757,776881.121918471180834,6593829.797725896351039,-4856.148744691026877,-4754.511714113138623,-2331.678517844824000,
59349.356516203697538,-4214643.054464462213218,490548.620053731778171,6443709.616058443672955,-4644.633684075460224,-4787.427464511122707,-2671.033027579189820,
59349.357210648202454,-4486611.403251583687961,202688.056155888945796,6273471.676914123818278,-4418.617944123942834,-4805.433217542326020,-3002.096386728685047,
59349.357905092598230,-4744601.096996313892305,-85803.929312035936164,6083644.529280215501785,-4178.798333311202441,-4808.468676263653833,-3323.836871226789299,
59349.358599537001282,-4987805.895901238545775,-374028.461026405333541,5874817.815334765240550,-3925.914946062575837,-4796.519482141863591,-3635.250356239113444,
59349.359293981498922,-5215465.212192505598068,-661087.180880645290017,5647640.520641840063035,-3660.749141225580843,-4769.617466116844298,-3935.363418298223223,
59349.359988425901975,-5426866.525010995566845,-946085.032333169947378,5402819.035104875452816,-3384.121336677799718,-4727.840772381603529,-4223.236428815087493,
59349.360682870399614,-5621347.648434015922248,-1228133.037248762557283,5141115.036619480699301,-3096.888620578303744,-4671.313830804971985,-4497.966602966230312,
59349.361377314802667,-5798298.860102118924260,-1506351.066607348620892,4863343.190440996550024,-2799.942173356691001,-4600.207154916448417,-4758.690964968796834,
59349.362071759300306,-5957164.863448175601661,-1779870.594559879507869,4570368.678211626596749,-2494.204574364769996,-4514.736950656581939,-5004.589146592572433,
59349.362766203703359,-6097446.590156965889037,-2047837.428022850537673,4263104.554660527966917,-2180.627028132846135,-4415.164582730751135,-5234.886056837141950,
59349.363460648200999,-6218702.830331049859524,-2309414.390216190367937,3942508.958951225038618,-1860.186534309811350,-4301.795913219450995,-5448.854436724950574,
59349.364155092596775,-6320551.697032416239381,-2563783.974123483058065,3609582.171690054703504,-1533.882963249163595,-4174.980526417496549,-5645.817312287786990,
59349.364849536999827,-6402671.904826363548636,-2810150.938673000782728,3265363.518553790636361,-1202.736034135847149,-4035.110835979386138,-5825.150387753134055,
59349.365543981497467,-6464803.870618096552789,-3047744.844516014680266,2910928.149553447496146,-867.782146514469332,-3882.621018527879642,-5986.284347031240031,
59349.366238425900519,-6506750.609445915557444,-3275822.525626487098634,2547383.666878322605044,-530.071025064574883,-3717.985743558298054,-6128.707007585046085,
59349.366932870398159,-6528378.434877580963075,-3493670.473316437099129,2175866.642339862883091,-190.662236585321835,-3541.718717585414652,-6251.965238562202103,
59349.367627314801211,-6529617.438703035935760,-3700607.133984463755041,1797539.021363696316257,149.378371252195450,-3354.371033100260320,-6355.666593087964429,
59349.368321759298851,-6510461.765489127486944,-3895985.095650743227452,1413584.443561434047297,488.982202129592906,-3156.529406589671453,-6439.480637499080331,
59349.369016203701904,-6470969.670044639147818,-4079193.172286514658481,1025204.482857948634773,827.081366937143912,-2948.814319647140564,-6503.140109422108253,
59349.369710648097680,-6411263.373499969020486,-4249658.370993301272392,633614.830206117010675,1162.612164241544633,-2731.878066961338845,-6546.441929902415723,
59349.370405092602596,-6331528.704808333888650,-4406847.738636276684701,240041.412862044526264,1494.518615199980104,-2506.402653695036861,-6569.248043645215148,
59349.371099536998372,-6232014.529972521588206,-4550270.077771581709385,-154283.523774545086781,1821.756034199971054,-2273.097535397218962,-6571.485992330341105,
59349.371793981503288,-6113031.970550231635571,-4679477.522750124335289,-548125.363751664292067,2143.294582964093024,-2032.697224067436764,-6553.149227893819443,
59349.372488425899064,-5974953.402455257251859,-4794066.967668588273227,-940251.076606488553807,2458.122775075144091,-1785.958788833223934,-6514.297128708351011,
59349.373182870396704,-5818211.256930583156645,-4893681.343774804845452,-1329433.165812213905156,2765.250901471198176,-1533.659273949027011,-6455.054730602452764,
59349.373877314799756,-5643296.608861834742129,-4978010.736204172484577,-1714453.594660634407774,3063.714326336576050,-1276.593060059933123,-6375.612181614667861,
59349.374571759297396,-5450757.581790223717690,-5046793.349877240136266,-2094107.668520371429622,3352.576639355539555,-1015.569209086761930,-6276.223970453971560,
59349.375266203700448,-5241197.562659596092999,-5099816.302834076806903,-2467207.870485153980553,3630.932687451067068,-751.408767970244185,-6157.207965713878366,
59349.375960648103501,-5015273.231332307681441,-5136916.270942443981767,-2832587.626401579473168,3897.911505771515294,-484.942014770271498,-6018.944228880703122,
59349.376655092601140,-4773692.435143692418933,-5157979.950795745477080,-3189104.997214855160564,4152.679087649099529,-217.005691830664745,-5861.873581012423529,
59349.377349536996917,-4517211.884996591135859,-5162944.370398134924471,-3535646.275680136866868,4394.440979870833871,51.559735802769012,-5686.495976059989516,
59349.378043981501833,-4246634.712578710168600,-5151797.029335703700781,-3871129.481358821969479,4622.444751007227751,319.912809213060711,-5493.368699928752903,
59349.378738425897609,-3962807.873505128081888,-5124575.876190753653646,-4194507.740930702537298,4835.982287111345613,587.213812681950458,-5283.104387186909662,
59349.379432870402525,-3666619.431441997643560,-5081369.122868962585926,-4504772.546750347130001,5034.391912227644752,852.627485412634996,-5056.368844415413150,
59349.380127314798301,-3358995.705791437532753,-5022314.893916202709079,-4800956.876683321781456,5217.060325933702188,1115.325673571543803,-4813.878708183169692,
59349.380821759303217,-3040898.318562166765332,-4947600.727951494045556,-5082138.167149236425757,5383.424358900963853,1374.489938026589243,-4556.398960649788933,
59349.381516203698993,-2713321.139318772591650,-4857462.913303157314658,-5347441.143374104052782,5532.972529254262554,1629.314082383995128,-4284.740300760337050,
59349.382210648102046,-2377287.140768588054925,-4752185.681045721285045,-5596040.470826050266623,5665.246401784314003,1879.006604173570850,-3999.756408036443645,
59349.382905092599685,-2033845.182143392274156,-4632100.253876904956996,-5827163.258799394592643,5779.841761738784044,2122.793049595841694,-3702.341142987595504,
59349.383599537002738,-1684066.720392535207793,-4497583.752616081386805,-6040091.380146973766387,5876.409645702769012,2359.918306960894824,-3393.425676229766850,
59349.384293981500377,-1329042.473509872332215,-4349057.966792875900865,-6234163.624111049808562,5954.657215290288150,2589.648839968814173,-3073.975538282227717,
59349.384988425903430,-969879.024345200974494,-4186987.997877741232514,-6408777.668276379816234,6014.348464828367469,2811.274867517842267,-2744.987555024540598,
59349.385682870401070,-607695.400454547256231,-4011880.769897894933820,-6563391.856572994031012,6055.304722580101043,3024.112445129362186,-2407.486680730754415,
59349.386377314796846,-243619.621951204229845,-3824283.416996388230473,-6697526.795344895683229,6077.404931385684904,3227.505398317363415,-2062.522792651594045,
59349.387071759301762,121214.760305557385436,-3624781.566713177599013,-6810766.751438956707716,6080.585771998504242,3420.827126891978423,-1711.167502274174922,
59349.387766203697538,485672.128793403971940,-3413997.513992139138281,-6902760.861298908479512,6064.841671399074585,3603.482305022348555,-1354.510980345823327,
59349.388460648202454,848618.260337591986172,-3192588.292047767434269,-6973224.147053499706089,6030.224675059859692,3774.908503577260944,-993.658763619259958,
59349.389155092598230,1208923.777102965628728,-2961243.656174061354250,-7021938.347584448754787,5976.844190266484475,3934.577730885738220,-629.728562333686682,
59349.389849537001282,1565467.577594897011295,-2720683.970000677276403,-7048752.546553935855627,5904.866598770133351,4081.997880331405213,-263.847073428155795,
59349.390543981498922,1917140.242081939242780,-2471658.013674659188837,-7053583.620380044914782,5814.514791729456192,4216.714120830206411,102.853187404275360,
59349.391238425901975,2262847.403431044425815,-2214940.703297032974660,-7036416.492141867056489,5706.067603445321765,4338.310268599298979,469.237131869370785,
59349.391932870399614,2601513.085802640300244,-1951330.735012009274215,-6997304.181419083848596,5579.859059957520003,4446.410100045748550,834.170472603383018,
59349.392627314802667,2932082.988074952270836,-1681648.148185709025711,-6936367.656018892303109,5436.277391447039918,4540.678465078544832,1196.523133188966540,
59349.393321759300306,3253527.696585818193853,-1406731.839859419502318,-6853795.479558466002345,5275.763876599147807,4620.822230711082739,1555.172567515631272,
59349.394016203703359,3564845.839920530561358,-1127437.007799526676536,-6749843.259929182939231,5098.811620386632967,4686.591125105452193,1909.006986276891666,
59349.394710648200999,3865067.151461287867278,-844632.563581237918697,-6624832.911572236567736,4905.964229621044069,4737.778536547702970,2256.928590676538988,
59349.395405092596775,4153255.460506054107100,-559198.486866278690286,-6479151.712608369067311,4697.814322588088544,4774.222223900705103,2597.856829474517326,
59349.396099536999827,4428511.583920623175800,-272023.147138256346807,-6313251.179764267057180,4475.001867017810582,4795.804866909231350,2930.731614384696968,
59349.396793981497467,4689976.111415628343821,15999.406226203551341,-6127645.739081482402980,4238.212423669714553,4802.454512904138028,3254.516424666056082,
59349.397488425900519,4936832.090185999870300,303972.179758880345616,-5922911.228419600054622,3988.175323809266956,4794.144965180758845,3568.201391849281208,
59349.398182870398159,5168307.589466057717800,590997.985270243021660,-5699683.196713770739734,3725.661720916732975,4770.896097101054693,3870.806429720872529,
59349.398877314801211,5383678.154131726361811,876182.215929377940483,-5458655.026005441322923,3451.482440168016637,4732.774026075451729,4161.384394721430908,
59349.399571759298851,5582269.105120108462870,1158635.621327716391534,-5200575.862159749493003,3166.485617492272013,4679.891114689059577,4439.024187774998609,
59349.400266203701904,5763457.710914703086019,1437477.070904301246628,-4926248.359319052658975,2871.554174369975954,4612.405760035994717,4702.853738455443818,
59349.400960648097680,5926675.192492028698325,1711836.314560140948743,-4636526.256015882827342,2567.603187802159937,4530.522027166808584,4952.042847367941249,
59349.401655092602596,6071408.572464748285711,1980856.701396505581215,-4332311.774966931901872,2255.577168036224975,4434.489158349288118,5185.805880719554807,
59349.402349536998372,6197202.356530353426933,2243697.877718399278820,-4014552.878523987717927,1936.447263069593419,4324.600971106377074,5403.404355039964685,
59349.403043981503288,6303660.047650754451752,2499538.436442438513041,-3684240.358782464172691,1611.208367389926934,4201.195160964970455,5604.149455098348881,
59349.403738425899064,6390445.478272303007543,2747578.530316621065140,-3342404.785317660309374,1280.876080226098793,4064.652440571253464,5787.404480128757314,
59349.404432870396704,6457283.960664830170572,2987042.417719996999949,-2990113.309548631310463,946.483517717839277,3915.395512534551017,5952.587160354846674,
59349.405127314799756,6503963.232029173523188,3217180.950164501555264,-2628466.329682117328048,609.077980414760418,3753.887846814256591,6099.171807811349936,
59349.405821759297396,6530334.213489201851189,3437273.976436144206673,-2258594.041275359690189,269.717537627786442,3580.632282855262929,6226.691237336276572,
59349.406516203700448,6536311.541926788166165,3646632.655488867312670,-1881652.870333958184347,-70.532444782295272,3396.169479174655862,6334.738463679403139,
59349.407210648103501,6521873.911774290725589,3844601.681122606620193,-1498821.822020652703941,-410.602789359064786,3201.076230187152760,6422.968183637384755,
59349.407905092601140,6487064.190471300855279,4030561.394717613235116,-1111298.731900685932487,-749.424034366289447,2995.963663679563524,6491.098096275953139,
59349.408599536996917,6431989.336166554130614,4203929.784113686531782,-720296.457782168523408,-1085.930049621661055,2781.475274575474486,6538.910003333673558,
59349.409293981501833,6356820.079452155157924,4364164.366458100266755,-327039.005073426058516,-1419.061690754967913,2558.284788917147125,6566.250611704968833,
59349.409988425897609,6261790.401905713602901,4510763.933862544596195,67242.384275904056267,-1747.770380181561222,2327.093913863342550,6573.032024773704507,
59349.410682870402525,6147196.795310201123357,4643270.159737188369036,461313.161282914283220,-2071.021556252643222,2088.630007093821860,6559.231995477749479,
59349.411377314798301,6013397.323169781826437,4761269.071222152560949,853939.416844401974231,-2387.798032816319392,1843.643666346537884,6524.894018190808310,
59349.412071759303217,5860810.472180064767599,4864392.364893380552530,1243891.821080147288740,-2697.103329063664205,1592.906228931449277,6470.127262543912366,
59349.412766203698993,5689913.815750029869378,4952318.575308916158974,1629949.556061254348606,-2997.965023455941264,1337.207152327166568,6395.106238296394622,
59349.413460648102046,5501242.466382113285363,5024774.079028887674212,2010904.221971015678719,-3289.438000935945183,1077.351333264144841,6300.070127988663444,
59349.414155092599685,5295387.347412808798254,5081533.945914478972554,2385563.683635871391743,-3570.607556535856929,814.156425918817604,6185.321871301080137,
59349.414849537002738,5072993.279680280946195,5122422.617162219248712,2752755.871435663662851,-3840.592390764015363,548.450144478070115,6051.227061191423672,
59349.415543981500377,4834756.883797441609204,5147314.432008262723684,3111332.495591546408832,-4098.547484313439782,281.067506560226434,5898.212617785875409,
59349.416238425903430,4581424.326920980587602,5156133.979772239923477,3460172.684772790409625,-4343.666834092196041,12.848034900423670,5726.765223986613819,
59349.416932870401070,4313788.899631594307721,5148856.284520613029599,3798186.516051671002060,-4575.185998632330666,-255.367055331046345,5537.429520689668607,
59349.417627314796846,4032688.454997726716101,5125506.825253016315401,4124318.434140960220248,-4792.384441253868317,-522.737641460619670,5330.806072588981806,
59349.418321759301762,3739002.707353125326335,5086161.387770783156157,4437550.538919030688703,-4994.587623574117060,-788.427387023041547,5107.549135469350404,
59349.419016203697538,3433650.415967810899019,5030945.761646502651274,4736905.739191005006433,-5181.168848228971001,-1051.606242582415234,4868.364364985231987,
59349.419710648202454,3117586.462595163378865,4960035.289773833937943,5021450.770667572505772,-5351.551078382994092,-1311.452909917956049,4614.006641391896665,
59349.420405092598230,2791798.815848641097546,4873654.261910999193788,5290299.080175882205367,-5505.208811343139132,-1567.157550542870240,4345.277682388736139,
59349.421099537001282,2457305.382743154186755,4772075.146820725873113,5542613.553101862780750,-5641.669700402764647,-1817.924527287855199,4063.023186447811895,
59349.421793981498922,2115150.788568526040763,4655617.662817880511284,5777609.056979842483997,-5760.515776139057380,-2062.974894405826035,3768.129752321733577,
59349.422488425901975,1766403.080117080360651,4524647.705590119585395,5994554.809239474125206,-5861.384378128468597,-2301.548652938116902,3461.521835958091742,
59349.423182870399614,1412150.386655529029667,4379576.149442519061267,6192776.552039559930563,-5943.968900483323523,-2532.906887892984741,3144.158759032694888,
59349.423877314802667,1053497.534679125528783,4220857.521196682006121,6371658.562196914106607,-6008.019419335270868,-2756.333822812395738,2817.031779241056483,
59349.424571759300306,691562.632715759216808,4048988.547030388377607,6530645.475177027285099,-6053.343277546807258,-2971.138857276881936,2481.161145502273484,
59349.425266203703359,327473.616709154623095,3864506.582716912496835,6669243.934165752492845,-6079.805576337238563,-3176.658602793130285,2137.593010972468619,
59349.425960648200999,-37635.224985541259230,3667987.924065043218434,6787024.050183179788291,-6087.329472034080027,-3372.258840767625315,1787.396204659333080,
59349.426655092596775,-402626.733752355736215,3460045.997412207070738,6883620.659212612546980,-6075.896239750115456,-3557.336352791083755,1431.658909559403355,
59349.427349536999827,-766364.372089662356302,3241329.450000328943133,6958734.386348765343428,-6045.545117301322534,-3731.320596904696686,1071.485368345284769,
59349.428043981497467,-1127715.685861492995173,3012520.140959586482495,7012132.513886806555092,-5996.373020396056745,-3893.675262009361177,707.992638788995919,
59349.428738425900519,-1485555.757196301361546,2774331.046813606750220,7043649.649392550811172,-5928.534160571374741,-4043.899728844699439,342.307370985904925,
59349.429432870398159,-1838770.627389367669821,2527504.073056022636592,7053188.206711690872908,-5842.239563203240323,-4181.530484333449749,-24.437450625854421,
59349.430127314801211,-2186260.692212072201073,2272807.790580534376204,7040718.685922822915018,-5737.756434598467422,-4306.142429140554668,-391.105803555143041,
59349.430821759298851,-2526944.039250570815057,2011035.093482723692432,7006279.758172262459993,-5615.407355464749344,-4417.350099244675221,-756.561931902822835,
59349.431516203701904,-2859759.755599794443697,1743000.785855126101524,6949978.149448399432003,-5475.569333600454229,-4514.808776207653864,-1119.673623295127754,
59349.432210648097680,-3183671.148534788750112,1469539.107552381930873,6871988.329178404994309,-5318.672705589762700,-4598.215498548987853,-1479.315449126097519,
59349.432905092602596,-3497668.919131090398878,1191501.200009585591033,6772552.012728855013847,-5145.199959662086258,-4667.309956452028928,-1834.371945961903293,
59349.433599536998372,-3800774.251582222525030,909752.523684885236435,6651977.462734128348529,-4955.684516631680708,-4721.875331324019498,-2183.740781031213828,
59349.434293981503288,-4092041.831328783649951,625170.222581907059066,6510638.606279402039945,-4750.709405617005359,-4761.739103559137220,-2526.336030930841844,
59349.434988425899064,-4370562.773855257779360,338640.444351769867353,6348973.952901116572320,-4530.905719153545760,-4786.773724876617962,-2861.091516783028965,
59349.435682870396704,-4635467.459916694089770,51055.630217050937063,6167485.302396085113287,-4296.950853239362004,-4796.897140157976537,-3186.964123833076428,
59349.436377314799756,-4885928.255744583904743,-236688.234275749739027,5966736.274395651184022,-4049.566609475341011,-4792.073169720015358,-3502.937009329459215,
59349.437071759297396,-5121162.118333372287452,-523694.371600206417497,5747350.628704668022692,-3789.517168686871173,-4772.311801490773178,-3808.022800667040883,
59349.437766203700448,-5340433.070003994740546,-809067.997279937728308,5510010.402373392134905,-3517.606864545933149,-4737.669332854050481,-4101.266775939786385,
59349.438460648103501,-5543054.538538867607713,-1091919.090089683420956,5255453.860494284890592,-3234.677767805294025,-4688.248296476356700,-4381.749931881764496,
59349.439155092601140,-5728391.547508047893643,-1371365.162922455230728,4984473.265692488290370,-2941.607192266253151,-4624.197245194690367,-4648.591888968760941,
59349.439849536996917,-5895862.748972955159843,-1646534.013976890826598,4697912.470293844118714,-2639.305109736284976,-4545.710435599038647,-4900.953695706291910,
59349.440543981501833,-6044942.307872503064573,-1916566.459742397069931,4396664.356189526617527,-2328.711460523056303,-4453.027382061704884,-5138.040542131723669,
59349.441238425897609,-6175161.616015540435910,-2180619.029159512370825,4081668.102352004032582,-2010.793369792193062,-4346.432288893414807,-5359.104377509352162,
59349.441932870402525,-6286110.835280596278608,-2437866.629290440585464,3753906.305001669097692,-1686.542247229385111,-4226.253350012174451,-5563.446454264598287,
59349.442627314798301,-6377440.264139826409519,-2687505.153529971837997,3414401.943411851301789,-1356.970741124980350,-4092.861896017167965,-5750.419759216384591,
59349.443321759303217,-6448861.518623354844749,-2928754.047653688117862,3064215.210334278177470,-1023.109581672718605,-3946.671383667236114,-5919.431302036639863,
59349.444016203698993,-6500148.521759017370641,-3160858.799935198854655,2704440.202032488305122,-686.004310603990234,-3788.136216472465094,-6069.944239942859895,
59349.444710648102046,-6531138.287689800374210,-3383093.355663293972611,2336201.491895096842200,-346.711948942194454,-3617.750416582155140,-6201.479833517832049,
59349.445405092599685,-6541731.511390184052289,-3594762.455262901261449,1960650.590651218080893,-6.297556855193079,-3436.046136780224970,-6313.619254750558866,
59349.446099537002738,-6531892.943354170769453,-3795203.871463876683265,1578962.298145747045055,334.169299169108967,-3243.591998710703592,-6406.005158267282241,
59349.446793981500377,-6501651.557051709853113,-3983790.541477570775896,1192330.978690427029505,673.618118778116695,-3040.991269163482229,-6478.343018644201038,
59349.447488425903430,-6451100.490792557597160,-4159932.589586353395134,801966.755953216459602,1010.981051509475719,-2828.879905494022751,-6530.402219743705245,
59349.448182870401070,-6380396.786812556907535,-4323079.228686220012605,409091.650432471884415,1345.196484544997475,-2607.924450175058155,-6562.016905059492274,
59349.448877314796846,-6289760.907553995028138,-4472720.522719471715391,14935.675474932268116,1675.212592552842352,-2378.819817546966988,-6573.086575984525552,
59349.449571759301762,-6179476.043764275498688,-4608389.026774812489748,-379267.095132436021231,1999.990866443626146,-2142.286979071020141,-6563.576448036139482,
59349.450266203697538,-6049887.208998261950910,-4729661.273973203264177,-772282.476008035242558,2318.509592549559784,-1899.070550729865317,-6533.517552980146320,
59349.450960648202454,-5901400.130045369267464,-4836159.123531995341182,-1162880.112439045682549,2629.767252989369808,-1649.936308090409057,-6483.006567793896465,
59349.451655092598230,-5734479.940066597424448,-4927550.951819132082164,-1549837.414048950653523,2932.785802477179004,-1395.668670033799117,-6412.205431376789420,
59349.452349537001282,-5549649.665254188701510,-5003552.695809783414006,-1931943.447887764079496,3226.613866967444210,-1137.068128058884895,-6321.340796101175329,
59349.453043981498922,-5347488.539411110803485,-5063928.739597103558481,-2308002.806874847505242,3510.329916972502815,-874.948571992753045,-6210.703286311880220,
59349.453738425901975,-5128630.113266129978001,-5108492.628211740404367,-2676839.412662110291421,3783.045368954299192,-610.134488178181641,-6080.646455679256178,
59349.454432870399614,-4893760.189376663416624,-5137107.628065841272473,-3037300.254854429047555,4043.907516584333280,-343.458099925289559,-5931.585412204589375,
59349.455127314802667,-4643614.589260435663164,-5149687.094656712375581,-3388259.036574001889676,4292.102225561303385,-75.756545150746490,-5763.995177741835505,
59349.455821759300306,-4378976.763978796079755,-5146194.696004870347679,-3728619.714345280081034,4526.856408909830861,192.130857754340354,-5578.408894069928465,
59349.456516203703359,-4100675.258310680743307,-5126644.452741013839841,-4057319.930280099157244,4747.440365824067158,459.365309030637320,-5375.415888685790378,
59349.457210648200999,-3809581.041772154625505,-5091100.632806438021362,-4373334.318535559810698,4953.169967132815145,725.111210170019604,-5155.659576283591377,
59349.457905092596775,-3506604.716562738642097,-5039677.478245206177235,-4675677.683024290017784,5143.408670483412607,988.538821266077889,-4919.835193885691297,
59349.458599536999827,-3192693.599118259735405,-4972538.772048690356314,-4963408.040383747778833,5317.569356499187961,1248.826877876433628,-4668.687404607379904,
59349.459293981497467,-2868828.713115703314543,-4889897.257444806396961,-5235629.503127159550786,5475.115984843852857,1505.165163085359382,-4403.007735053113720,
59349.459988425900519,-2536021.671987366396934,-4792013.891305257566273,-5491495.016021055169404,5615.565059721854595,1756.757005736935298,-4123.631882322709316,
59349.460682870398159,-2195311.491701805498451,-4679196.970888372510672,-5730208.919605791568756,5738.486894468950595,2002.821692259195970,-3831.436904606280677,
