TIME,EST X1,EST X2,EST X3,EST X4,EST X5,EST X6,STD X1,,,,,,,STD X2,,,,,,,STD X3,,,,,,,STD X4,,,,,,,STD X5,,,,,,,STD X6,
0,-582417.844970666,-9122495.67991861,-3740345.47531851,5154.0417804182,-122.466592286859,-5876.52907860874,730702.312466932,0.0893697312811493,-0.0779995080398704,-0.00828974158121878,0.00380229292405552,-0.0968976644708767,0.0893697312811493,1.74488283311359e-08,-9.75727499182491e-09,-1.13514694926283e-09,1.12170345664109e-09,-1.4187156236224e-08,-0.0779995080398135,-9.75727499182492e-09,8.57897817610555e-09,8.04549962257375e-10,-6.5443390562315e-10,9.89375792949446e-09,-0.00828974158121879,-1.13514694926283e-09,8.04549962257374e-10,1.59579576839847e-10,5.61336761800507e-11,1.37285397102921e-09,0.00380229245839423,1.12170345664109e-09,-6.5443390562315e-10,5.61336761800505e-11,4.32475585213709e-10,-1.40999037573549e-10,-0.096897668196167,-1.4187156236224e-08,9.89375792949446e-09,1.37285419307381e-09,-1.40999037573549e-10,1.51386250675577e-08,
0.800607330165803,2792638.92398263,-12066355.5490406,-5344014.88487055,5276.01673322981,-2591.22664542654,-3946.41552830854,102458.087233515,-0.00425444312799399,-0.0131100314627051,0.000287017608557536,0.00169765418419601,2.99658271027958e-05,-0.00425444312799399,3.41039316551424e-09,-4.11386893477101e-11,9.39233424216474e-11,7.13970261274462e-10,1.58529102426568e-10,-0.0131100314626199,-4.11386893477101e-11,1.85754408430435e-09,-5.98495475358047e-11,-3.9473746847789e-10,-7.96068324685713e-11,0.000287017608557536,9.39233424216478e-11,-5.98495475358048e-11,1.88629906604131e-11,3.8654977763669e-11,6.33108452931902e-12,0.00169765325287343,7.13970288975827e-10,-3.9473746847789e-10,3.86549777636691e-11,3.35599137254037e-10,9.78243582965753e-11,2.99621018124835e-05,1.58529102426568e-10,-7.96068324685729e-11,6.33108452931923e-12,9.78245803411792e-11,1.11666376162015e-10,
1.60121466033161,2985618.63910355,-11030420.6294206,-5440708.42097229,5379.61863094406,-1502.16636140718,-4098.47682157666,101932.583710644,-0.00473642123739978,-0.0128882089492655,0.000227547835239275,0.00142932168798686,-0.000131276309937661,-0.00473642123739978,3.13136991187633e-09,1.18359379366715e-10,6.4429885343305e-11,5.70601854109974e-10,5.82847057994446e-11,-0.0128882089491802,1.18359379366715e-10,1.77478988787079e-09,-4.28263722957368e-11,-3.12797653744274e-10,-2.34594234821237e-11,0.000227547835239275,6.4429885343305e-11,-4.28263722957368e-11,1.43073772348199e-11,1.96346233455224e-11,-3.43665002714292e-12,0.00142932075666429,5.70601854055764e-10,-3.12797653744274e-10,1.96346233455224e-11,2.51794551756e-10,4.88287193321939e-11,-0.000131287485808557,5.82847057994446e-11,-2.34594234821237e-11,-3.43665002714292e-12,4.88289413767988e-11,7.50146784607188e-11,
2.40182136185467,2992748.59343568,-10244756.0444147,-5323578.38225912,5429.12091333864,-652.442138524736,-4078.78360932345,100863.489132484,-0.00497733312027425,-0.0126788014388829,0.000174994980261686,0.00120172096930232,-0.000206851904768455,-0.00497733312027425,2.89736152160945e-09,2.22431303042817e-10,5.14173310948731e-11,4.87645272243032e-10,-2.29789131837743e-12,-0.0126788014387977,2.22431303042817e-10,1.71594801991597e-09,-3.18811421453472e-11,-2.57226253234587e-10,5.23578026390549e-12,0.000174994747431043,5.14173172170853e-11,-3.18811421453472e-11,1.22722251747092e-11,1.02455093509013e-11,-7.37496196636946e-12,0.00120172003797975,4.87645272188822e-10,-2.57226246295693e-10,1.02455093509013e-11,2.0511669843013e-10,2.53891550394522e-11,-0.000206855630058753,-2.29789131837745e-12,5.23578026390549e-12,-7.37496196636946e-12,2.53895991286621e-11,5.87364445118797e-11,
3.20240354631096,2911116.37359231,-9613731.77531687,-5172146.31454136,5434.174377609,74.0659518730383,-4026.26563492972,99288.363601792,-0.00489882359958677,-0.0124829923540277,0.000135897447408892,0.00104801895609039,-0.00022922449084909,-0.00489882359958677,2.66241625704745e-09,2.75597803990066e-10,4.52448673793383e-11,4.32929835579603e-10,-4.37848236744206e-11,-0.0124829923539424,2.75597803990066e-10,1.67451570078381e-09,-2.47345659226353e-11,-2.20846022251239e-10,1.97546761378952e-11,0.000135897447408892,4.52448535015505e-11,-2.47345659226353e-11,1.12265103193335e-11,5.112449126904e-12,-9.31123731761961e-12,0.00104801802476782,4.32929835525393e-10,-2.20846022251239e-10,5.11244218801009e-12,1.77003292502602e-10,1.22508117978643e-11,-0.000229235666719986,-4.37852677636305e-11,1.97546761378953e-11,-9.31123731761961e-12,1.22512558870742e-11,5.02502384152742e-11,
4.00298573076725,2804122.94925882,-9128356.18523288,-5035129.62741532,5414.45572957403,672.758010614026,-3970.10586467457,97148.2980443741,-0.00455584894843178,-0.0122682747613528,0.000106697761340743,0.000952424371490578,-0.000227966206697701,-0.00455584894843178,2.42021227708513e-09,2.88690932070748e-10,4.19525475016355e-11,3.91856293135772e-10,-7.32197247889217e-11,-0.0122682747612676,2.88690932070748e-10,1.64094653947993e-09,-1.97452411043317e-11,-1.96796251226982e-10,2.7173473896599e-11,0.0001066975285101,4.19525613794233e-11,-1.97452376348848e-11,1.06234593588789e-11,2.01323571010787e-12,-1.04317888191872e-11,0.000952423440168003,3.91856293081562e-10,-1.96796251226982e-10,2.01323571010787e-12,1.58547557174818e-10,4.02801000878651e-12,-0.000227969931988,-7.32197247889217e-11,2.71732518519941e-11,-1.04317888191872e-11,4.02845409799636e-12,4.54249205715674e-11,
86041.591674462,-1821573.73877832,-6896622.20845784,-5847847.17831155,620.341619612768,3530.39831687897,-7032.56549692782,106143.827027219,0.00680269708406413,-0.0160227000953437,2.27640396946127e-05,0.00078446267087065,-0.00199836212378268,0.00680269708406414,1.53692288387364e-09,-1.17459758160736e-09,1.297678410162e-11,1.93392845813866e-10,-8.4623460890244e-10,-0.0160227005609197,-1.17459758160736e-09,2.50692143233706e-09,-3.13905194004754e-12,-1.37996861453214e-10,4.02411604162967e-10,2.2764039694615e-05,1.297678410162e-11,-3.13904500115362e-12,1.72518526215736e-11,1.75898273523993e-11,-2.10764993425116e-11,0.000784461273886799,1.93392845759657e-10,-1.37996861453213e-10,1.75898273523994e-11,1.44549532395544e-10,-1.26375754208848e-10,-0.00199836584907298,-8.46234608902427e-10,4.02413380519806e-10,-2.10764993425037e-11,-1.26375532164255e-10,1.22864523689026e-09,
86042.5922700204,-720585.093283241,-10985927.2074624,-6692078.2806167,1288.52488369326,-339.679301856565,-5446.57042551485,92178.2672622583,0.00413048008237892,-0.0135805256743963,-0.00024432121902601,-0.000259655079128964,-0.000535031991637999,0.00413048031520956,8.16550104887432e-10,-6.85137385536513e-10,-2.98725517648544e-11,-1.82135159620547e-11,-1.01506978677751e-10,-0.0135805266056336,-6.85137385536513e-10,2.07755385224655e-09,4.2600338749182e-11,4.56596371039646e-11,9.57273747230957e-11,-0.00024432121902601,-2.98725517648544e-11,4.2600338749182e-11,1.20817273720267e-11,-1.260245456736e-12,-8.26806088658129e-12,-0.000259656010451539,-1.82135160162647e-11,4.56596371039647e-11,-1.260245456736e-12,6.76625722602548e-11,1.59248702709723e-11,-0.000534916507638747,-1.01506978677751e-10,9.57273747230957e-11,-8.26806088658129e-12,1.59250923155773e-11,9.33228027415831e-11,
86043.5928662075,402216.184795155,-9397714.29579872,-5959510.47138699,2350.94134252082,667.528146044236,-6071.32773226063,83471.0677370965,0.00308045003061515,-0.0120995812803922,-0.000136510664754405,-7.13807260330342e-05,-0.000212097931431717,0.00308044909929257,6.88691678963524e-10,-5.07034078241384e-10,-1.92289785262874e-11,-1.06971639224035e-12,-5.06167543743817e-11,-0.0120995811638916,-5.07034071302491e-10,1.82585888839055e-09,2.4592557137908e-11,1.43867232553874e-11,3.9553313486547e-11,-0.000136510664754405,-1.92289785262874e-11,2.4592557137908e-11,1.05136512716229e-11,-4.17190893352796e-12,-9.52787752562242e-12,-7.13825886781834e-05,-1.06971644645045e-12,1.43867232553874e-11,-4.17190893352796e-12,6.2354003997683e-11,1.58891247772961e-11,-0.000212101656722015,-5.06167543743817e-11,3.9553313486547e-11,-9.52698934720272e-12,1.58964522492586e-11,6.29213590728744e-11,
86044.5934623946,997194.298412437,-8339589.6700756,-5439512.24302224,3244.66688535535,1565.82408436458,-6639.61147012521,75033.332306084,0.00218674216759491,-0.0106786490488024,-3.57504328975501e-05,0.000171049323508461,-0.000152083171378927,0.00218674216759491,5.93172394242463e-10,-3.56626137869294e-10,-9.25326428102542e-12,2.28964505434694e-11,-3.34919152895294e-11,-0.0106786490487172,-3.56626137869294e-10,1.58664015423387e-09,7.75897881613635e-12,-2.61090709754166e-11,2.77023149458133e-11,-3.57502000669065e-05,-9.25325734213152e-12,7.75897881613635e-12,9.37998603381064e-12,-6.83783723478563e-12,-9.86648895818966e-12,0.000171048392185887,2.28963949781081e-11,-2.61090709754166e-11,-6.83782335699782e-12,5.62803996254191e-11,1.525803840581e-11,-0.000152086896669225,-3.34919152895294e-11,2.77023149458133e-11,-9.86560077976996e-12,1.52582604504149e-11,4.80066067156573e-11,
