tSec,x,y,z,vx,vy,vz,
10320,-142647.339684044,3636347.77907415,6802762.68905099,-6038.00351678613,-3485.99158253712,1735.23491068335,
10380,-504517.409712873,3421635.04059179,6896207.19925941,-6021.20122903283,-3669.23910647665,1378.77711240971,
10440,-864816.502014498,3196267.90579675,6968130.45320959,-5985.65159319683,-3841.04683180026,1018.04526522672,
10500,-1222422.86769225,2960948.83794965,7018309.52461328,-5931.46719405357,-4000.88492661547,654.158400168851,
10560,-1576223.22184381,2716410.99282307,7046588.92104112,-5858.81749967786,-4148.26038512299,288.244718592716,
10620,-1925116.14024462,2463415.96641312,7052881.0327549,-5767.9282877955,-4282.71842641186,-78.5617862631828,
10680,-2268015.41651753,2202751.46294661,7037166.37949631,-5659.08090596415,-4403.84375828123,-445.1246797641,
10740,-2603853.37031315,1935228.8903874,6999493.65758225,-5532.61138097562,-4511.26173173389,-810.308390803873,
10800,-2931584.09819803,1661680.88996164,6939979.59016861,-5388.90940684812,-4604.63938549875,-1172.98146809603,
10860,-3250186.66115871,1382958.80603513,6858808.58332427,-5228.41724684532,-4683.68639456032,-1532.01980171356,
10920,-3558668.20341842,1099930.10136675,6756232.18900811,-5051.62853535231,-4748.1559427123,-1886.30984255142,
10980,-3856066.99552004,813475.722670623,6632568.37474603,-4859.08695016994,-4797.84550199255,-2234.75182334025,
11040,-4141455.39408863,524487.422521514,6488200.60040876,-4651.38476558907,-4832.59751058263,-2576.26296721027,
11100,-4413942.71116246,233865.043179743,6323576.7026818,-4429.1612802563,-4852.29996605904,-2909.78069061948,
11160,-4672677.98477414,-57486.2325627228,6139207.58761837,-4193.10109618899,-4856.88692852643,-3234.26579523401,
11220,-4916852.64190269,-348658.657594938,5935665.73216719,-3943.93225342689,-4846.33891664,-3548.70564547242,
11280,-5145703.04512078,-638744.71666056,5713583.49517222,-3682.42421671272,-4820.68317134901,-3852.11734153832,
11340,-5358512.91389774,-926839.933674759,5473651.23854677,-3409.38571156308,-4779.99376186738,-4143.55086945211,
11400,-5554615.61143948,-1212045.68068405,5216615.2606468,-3125.66240099388,-4724.39153514109,-4422.09220801882,
11460,-5733396.28642664,-1493471.97895485,4943275.5455205,-2832.13436962792,-4654.04390177093,-4686.86634569786,
11520,-5894293.85884976,-1770240.28235583,4654483.33592522,-2529.71345879221,-4569.16446514171,-4937.04013128531,
11580,-6036802.84371157,-2041486.23465475,4351138.53981715,-2219.34053356807,-4470.01252539257,-5171.8249887273,
11640,-6160475.00851836,-2306362.39306689,4034186.97614316,-1901.98266636759,-4356.89244512592,-5390.47956251107,
11700,-6264920.85810953,-2564040.90905451,3704617.46448644,-1578.6301943867,-4230.15285926291,-5592.31226772474,
11760,-6349810.93897617,-2813716.15736299,3363458.76575174,-1250.29364668558,-4090.18574325604,-5776.68370227959,
11820,-6414876.95561851,-3054607.30527555,3011776.38228915,-918.000550528513,-3937.42534687208,-5943.0089192321,
11880,-6459912.69125787,-3285960.81230811,2650669.22651205,-582.792107952122,-3772.34693611026,-6090.75953269573,
11940,-6484774.72664926,-3507052.84868066,2281266.16885839,-245.719797218504,-3595.4653442475,-6219.4656277188,
12000,-6489382.95364081,-3717191.62140237,1904722.47775982,92.1580648949105,-3407.33334826686,-6328.71744923079,
12060,-6473720.88185867,-3915719.59877181,1522216.16485913,429.779780176562,-3208.53991151272,-6418.16687236534,
12120,-6437835.73748429,-4102015.62597052,1134944.24844425,766.083741205283,-2999.70831228897,-6487.52865919122,
12180,-6381838.3534395,-4275496.92503673,744118.947627535,1100.01191132082,-2781.49416071878,-6536.58151355876,
12240,-6305902.85042956,-4435620.97229317,350963.818873189,1430.5133192205,-2554.58329436532,-6565.16894840235,
12300,-6210266.1073867,-4581887.24542989,-43290.1534264626,1756.54758574823,-2319.68953535794,-6573.19994171534,
12360,-6095227.01965499,-4713838.83180319,-437408.497853911,2077.08846437712,-2077.55231083003,-6560.6493200038,
12420,-5961145.54585632,-4831063.89072938,-830157.210970302,2391.12733513266,-1828.93417176925,-6527.5578490522,
12480,-5808441.54730686,-4933196.96419559,-1220306.70999346,2697.67662584047,-1574.61821723009,-6474.03206992375,
12540,-5637593.42460511,-5019920.12957943,-1606635.76767689,2995.77314302889,-1315.40540568329,-6400.24386116945,
12600,-5449136.55889269,-5090963.98905389,-1987935.4121679,3284.48124180459,-1052.11181615738,-6306.42971806793,
12660,-5243661.56790375,-5146108.49493624,-2363012.77727819,3562.89584172591,-785.565918727049,-6192.88983412786,
12720,-5021812.3838105,-5185183.610553,-2730694.89231606,3830.14535643468,-516.605810833944,-6059.98699474638,
12780,-4784284.15841985,-5208069.80352389,-3089832.39800394,4085.39450483334,-246.076400649788,-5908.14521067064,
12840,-4531821.00537564,-5214698.37009623,-3439303.17252206,4327.84692443159,25.1733940448856,-5737.84810123549,
12900,-4265213.59159376,-5205051.5932235,-3778015.85548397,4556.74759383473,296.293388141184,-5549.63712380635,
12960,-3985296.58734781,-5179162.73678794,-4104913.26199895,4771.38512899903,566.434859009485,-5344.10967294806,
13020,-3692945.98238079,-5137115.87565481,-4418975.67713097,4971.09394413354,834.753284535019,-5121.91698564105,
13080,-3389076.27768605,-5079045.56234661,-4719224.01851329,5155.25623049829,1100.41104306387,-4883.76184722562,
13140,-3074637.5642849,-5005136.33360769,-5004722.85635589,5323.30374487368,1362.58004931315,-4630.39613730396,
13200,-2750612.50039249,-4915622.06085108,-5274583.28204093,5474.7194079118,1620.44432126673,-4362.61824042053,
13260,-2418013.19832586,-4810785.14881956,-5527965.61786804,5609.03871566251,1873.20247245364,-4081.27034367293,
13320,-2077878.03218349,-4690955.5869343,-5764081.96163467,5725.85096893175,2120.07013031156,-3787.23563528161,
13380,-1731268.37729149,-4556509.85777683,-5982198.56044698,5824.80031810664,2360.28227948783,-3481.43541611072,
13440,-1379265.29244012,-4407869.70730961,-6181638.00898159,5905.58662666286,2593.09552697258,-3164.82613880531,
13500,-1022966.1554765,-4245500.78148255,-6361781.2681571,5967.9661644614,2817.7902920449,-2838.39638183726,
13560,-663481.262318866,-4069911.13359952,-6522069.49990271,6011.75213075529,3033.67292195752,-2503.16374060205,
13620,-301930.400484963,-3881649.60796489,-6662005.71259227,6036.81497501517,3240.07768797809,-2160.17163119294,
13680,60560.5905110228,-3681304.10898424,-6781156.21406551,6043.08252441514,3436.36860502154,-1810.48609252682,
13740,422863.262970278,-3469499.76522115,-6879151.87476085,6030.54001284621,3621.94113355924,-1455.19265177594,
