tSec,x,y,z,vx,vy,vz,
86070,-6549125.03363896,-3032158.01080455,2732670.79450671,-776.618187010286,-3788.50477148383,-6059.09412465013,
86080,-6556606.96692895,-3069910.95803216,2671961.91226213,-719.757439178015,-3762.02997665945,-6082.59441960422,
86090,-6563519.97005264,-3107397.52022957,2611020.66764867,-662.832980594522,-3735.22815036242,-6105.56625589271,
86100,-6569863.43071834,-3144614.43867831,2549852.35545151,-605.84977546046,-3708.10161670453,-6128.00760156522,
86110,-6575636.78630659,-3181558.47804648,2488462.2905423,-548.812793933289,-3680.65272885432,-6149.91647131798,
86120,-6580839.52392729,-3218226.42667828,2426855.80741164,-491.727011657878,-3652.88386882303,-6171.29092669219,
86130,-6585471.18047229,-3254615.0968813,2365038.25969971,-434.5974092999,-3624.79744724747,-6192.12907626393,
86140,-6589531.34266329,-3290721.32521175,2303015.01972499,-377.428972082449,-3596.39590317046,-6212.42907582661,
86150,-6593019.64709507,-3326541.97275736,2240791.4780112,-320.226689326054,-3567.68170381965,-6232.18912856685,
86160,-6595935.7802742,-3362073.92541812,2178373.04281252,-262.995553991997,-3538.65734438528,-6251.40748523487,
86170,-6598279.47865317,-3397314.09418482,2115765.13963713,-205.740562228611,-3509.32534779728,-6270.08244431045,
86180,-6600050.52866003,-3432259.41541534,2052973.21076906,-148.466712920124,-3479.68826450164,-6288.21235216518,
86190,-6601248.76672345,-3466906.85110862,1990002.71478851,-91.1790072374637,-3449.74867223631,-6305.79560322193,
86200,-6601874.0792934,-3501253.38917653,1926859.12609055,-33.8824481903918,-3419.50917580633,-6322.83064011207,
86210,-6601926.40285727,-3535296.04371339,1863547.93440223,23.4179598197452,-3388.9724068579,-6339.31595383104,
86220,-6601405.72395156,-3569031.85526322,1800074.64429819,80.7172114473754,-3358.14102365102,-6355.25008389258,
86230,-6600312.07916906,-3602457.89108479,1736444.77471471,138.010300850925,-3327.01771083038,-6370.63161848167,
86240,-6598645.55516162,-3635571.24541423,1672663.85846221,195.29222214264,-3295.60517919375,-6385.4591946064,
86250,-6596406.28863828,-3668369.03972548,1608737.44173631,252.557969840689,-3263.90616545747,-6399.73149824828,
86260,-6593594.466359,-3700848.42298821,1544671.08362732,309.80253932412,-3231.92343201853,-6413.44726451067,
86270,-6590210.32512371,-3733006.57192349,1480470.35562828,367.020927291124,-3199.65976671255,-6426.60527776467,
86280,-6586254.15175687,-3764840.69125689,1416140.84114162,424.208132220846,-3167.11798256742,-6439.20437179167,
86290,-6581726.2830873,-3796348.01396919,1351688.13498429,481.359154838789,-3134.3009175522,-6451.24342992156,
86300,-6576627.10592335,-3827525.8015445,1287117.84289167,538.468998585655,-3101.21143432127,-6462.72138516587,
86310,-6570957.05702346,-3858371.34421581,1222435.58102007,595.532670089282,-3067.85241995358,-6473.63722034477,
86320,-6564716.62306187,-3888881.96120792,1157646.97544806,652.545179639186,-3034.22678568749,-6483.98996820731,
86330,-6557906.34058961,-3919055.0009777,1092757.66167658,709.501541663178,-3000.33746665132,-6493.77871154438,
86340,-6550526.79599077,-3948887.8414516,1027773.28412804,766.39677520547,-2966.18742159009,-6503.00258329392,
86350,-6542578.62543392,-3978377.89026047,962699.495644314,823.225904405772,-2931.77963258894,-6511.66076663837,
86360,-6534062.51481875,-4007522.58497153,897541.95698384,879.983958978908,-2897.11710479351,-6519.75249509419,
86370,-6524979.19971792,-4036319.3933176,832306.336317893,936.665974694583,-2862.20286612759,-6527.27705259378,
86380,-6515329.46531414,-4064765.81342343,766998.308726027,993.266993856956,-2827.03996700826,-6534.23377355962,
86390,-6505114.14633239,-4092859.37402923,701623.555690839,1049.78206578373,-2791.63148005843,-6540.62204297111,
86400,-6494334.12696743,-4120597.63471122,636187.764592097,1106.20624728444,-2755.98049981688,-6546.44129642389,
86410,-6482990.34080646,-4147978.18609943,570696.628200311,1162.53460313756,-2720.09014244572,-6551.69102018198,
86420,-6471083.77074708,-4174998.65009233,505155.844169821,1218.7622065661,-2683.96354543497,-6556.37075122264,
86430,-6458615.44891046,-4201656.68006875,439571.114531465,1274.88413971119,-2647.60386730449,-6560.48007727399,
86440,-6445586.45654979,-4227949.96109658,373948.145184918,1330.89549410326,-2611.01428730298,-6564.01863684559,
86450,-6431997.92395409,-4253876.21013858,308292.645390751,1386.79137113042,-2574.19800510413,-6566.98611925186,
86460,-6417851.03034723,-4279433.17625511,242610.327262294,1442.56688250346,-2537.15824050012,-6569.38226462849,
86470,-6403147.00378246,-4304618.64080374,176906.905257373,1498.21715071737,-2499.89823309256,-6571.20686394206,
86480,-6387887.12103225,-4329430.41763581,111188.095669977,1553.73730950877,-2462.4212419811,-6572.45975899271,
86490,-6372072.7074736,-4353866.35328986,45459.6161219422,1609.12250430911,-2424.73054545024,-6573.14084241035,
86500,-6355705.13696885,-4377924.32718187,-20272.8149453057,1664.36789269336,-2386.82944065453,-6573.25005764431,
86510,-6338785.83174202,-4401602.2517924,-86003.4787788639,1719.46864482393,-2348.72124330296,-6572.78739894698,
86520,-6321316.26225074,-4424898.07285057,-151726.656822279,1774.41994388968,-2310.4092873428,-6571.75291135159,
86530,-6303297.94705382,-4447809.76951484,-217436.631223222,1829.21698654002,-2271.89692464372,-6570.14669064487,
86540,-6284732.45267445,-4470335.35455065,-283127.685340867,1883.85498331399,-2233.18752468249,-6567.96888333509,
86550,-6265621.39345925,-4492472.87450496,-348794.104252933,1938.32915906463,-2194.28447422885,-6565.21968661632,
86560,-6245966.43143296,-4514220.40987756,-414430.175262344,1992.63475337897,-2155.19117703276,-6561.89934832967,
86570,-6225769.27614906,-4535576.07528938,-480030.188403505,2046.76702099407,-2115.91105351319,-6558.0081669224,
86580,-6205031.68453618,-4556538.01964756,-545588.436948147,2100.72123220985,-2076.44754044838,-6553.54649140566,
86590,-6183755.46074043,-4577104.42630754,-611099.217910751,2154.49267329961,-2036.80409066736,-6548.51472131149,
