tSec,x,y,z,vx,vy,vz,
1690,-1689952.75422842,601023.840261492,6856523.8628226,-7285.87854100015,-147.995048562188,-1709.43820550103,
1700,-1762716.0363868,599510.438883094,6839046.81666525,-7266.64363180555,-154.682119366244,-1785.93507197435,
1710,-1835282.94596387,597930.261234283,6820805.89426708,-7246.60445515674,-161.350182222072,-1862.21207430672,
1720,-1907645.45333467,596283.501002828,6801803.33559731,-7225.76363466093,-167.998515916229,-1938.26095225164,
1730,-1979795.55552038,594570.359075075,6782041.46306693,-7204.12387587189,-174.62640197079,-2014.07347782692,
1740,-2051725.27700575,592791.043507905,6761522.68120237,-7181.68796587987,-181.233124777002,-2089.6414560448,
1750,-2123426.67055229,590945.769499444,6740249.47631202,-7158.45877287062,-187.817971713167,-2164.9567256098,
1760,-2194891.81800697,589034.759358696,6718224.41614605,-7134.43924567624,-194.380233238028,-2240.01115957313,
1770,-2266112.83110648,587058.24247439,6695450.14954981,-7109.63241334247,-200.919202957047,-2314.79666594425,
1780,-2337081.8522774,585016.455283283,6671929.40611132,-7084.04138473372,-207.434177664371,-2389.30518827213,
1790,-2407791.05543257,582909.641238142,6647664.99580304,-7057.66934818834,-213.924457367254,-2463.52870621943,
1800,-2478232.64676433,580738.050775526,6622659.80861777,-7030.51957122269,-220.389345301877,-2537.45923615729,
1810,-2548398.86553498,578501.941283421,6596916.81419841,-7002.59540026829,-226.828147950298,-2611.08883180561,
1820,-2618281.98486465,576201.577068658,6570439.06146103,-6973.9002604151,-233.240175067626,-2684.40958493152,
1830,-2687874.31251651,573837.229323972,6543229.67821068,-6944.43765513261,-239.624739726497,-2757.41362610279,
1840,-2757168.191679,571409.176094521,6515291.87074944,-6914.21116594814,-245.981158382557,-2830.09312547939,
1850,-2826156.00174459,568917.702243643,6486628.92347645,-6883.22445207498,-252.308750960554,-2902.4402936218,
1860,-2894830.1590846,566363.099417658,6457244.19847988,-6851.48124999416,-258.606840956837,-2974.44738229896,
1870,-2963183.1178196,563745.6660096,6427141.13512084,-6818.98537299742,-264.874755551569,-3046.10668528755,
1880,-3031207.3705851,561065.707121803,6396323.24960935,-6785.74071069574,-271.111825723468,-3117.41053915933,
1890,-3098895.44929215,558323.534527357,6364794.13457251,-6751.75122849441,-277.317386360837,-3188.35132405138,
1900,-3166239.92588251,555519.466630488,6332557.4586151,-6717.02096703725,-283.490776364328,-3258.92146440821,
1910,-3233233.41307817,552653.828425966,6299616.96587302,-6681.55404163131,-289.631338738249,-3329.11342968223,
1920,-3299868.56512512,549726.951457674,6265976.47555983,-6645.35464167289,-295.738420667964,-3398.91973498592,
1930,-3366138.07853145,546739.173776471,6231639.88150712,-6608.42703009817,-301.811373581353,-3468.33294170379,
1940,-3432034.69280018,543690.839897532,6196611.1516988,-6570.77554287241,-307.849553193076,-3537.34565808633,
1950,-3497551.19115711,540582.300757333,6160894.32779945,-6532.40458851463,-313.85231953193,-3605.95053985322,
1960,-3562680.40127411,537413.91367043,6124493.52467647,-6493.31864763905,-319.819036953799,-3674.14029082443,
1970,-3627415.19598774,534186.042286173,6087412.92991582,-6453.52227248955,-325.749074144765,-3741.90766358142,
1980,-3691748.49401309,530899.056545401,6049656.80333104,-6413.02008645048,-331.641804120157,-3809.24546014593,
1990,-3755673.26065269,527553.332637153,6011229.47646538,-6371.81678353112,-337.496604225112,-3876.1465326586,
2000,-3819182.50850005,524149.252955345,5972135.35208733,-6329.91712783294,-343.312856140807,-3942.60378404548,
2010,-3882269.29813793,520687.206055348,5932378.90367945,-6287.32595301198,-349.089945898549,-4008.61016867149,
2020,-3944926.73883118,517167.586610377,5891964.67492078,-6244.04816174363,-354.827263901982,-4074.15869298884,
2030,-4007147.98921429,513590.795367631,5850897.27916265,-6200.08872518811,-360.52420495621,-4139.2424161906,
2040,-4068926.2579735,509957.239104111,5809181.39889803,-6155.45268244734,-366.180168301785,-4203.85445087547,
2050,-4130254.80452346,506267.330582082,5766821.78522402,-6110.14514000143,-371.79455765149,-4267.98796372206,
2060,-4191126.93967804,502521.488504161,5723823.25729775,-6064.17127111459,-377.366781228859,-4331.63617616425,
2070,-4251536.02631506,498720.137468004,5680190.70178546,-6017.53631520645,-382.896251809609,-4394.7923650546,
2080,-4311475.4800346,494863.707920554,5635929.07230509,-5970.24557719149,-388.382386769948,-4457.44986330203,
2090,-4370938.76981049,490952.636111739,5591043.38886269,-5922.30442679697,-393.824608147844,-4519.60206047357,
2100,-4429919.41863506,486987.364047477,5545538.73728299,-5873.71829787393,-399.222342723037,-4581.24240335687,
2110,-4488411.00415687,482968.339441763,5499420.26863452,-5824.49268771529,-404.5750221181,-4642.36439648923,
2120,-4546407.15931189,478896.015667666,5452693.19864958,-5774.63315638844,-409.882082917126,-4702.96160266531,
2130,-4603901.57294787,474770.851707076,5405362.80713914,-5724.14532608013,-415.142966792949,-4763.02764343624,
2140,-4660887.99044231,470593.312099191,5357434.43740282,-5673.03488044373,-420.357120630973,-4822.55619960591,
2150,-4717360.21431383,466363.866887825,5308913.49563389,-5621.30756393879,-425.523996638911,-4881.54101171936,
2160,-4773312.10482689,462082.991567724,5259805.45031951,-5568.9691811604,-430.643052436072,-4939.97588052993,
2170,-4828737.58058978,457751.167030092,5210115.83163643,-5516.02559616813,-435.713751120859,-4997.85466743121,
2180,-4883630.61914598,453368.879507547,5159850.23084265,-5462.48273183419,-440.735561318542,-5055.17129484897,
2190,-4937985.25755916,448936.620518686,5109014.29966519,-5408.3465692319,-445.707957212479,-5111.91974660251,
2200,-4991795.59299242,444454.8868124,5057613.74968448,-5353.62314707734,-450.630418561721,-5168.09406825838,
2210,-5045055.78328207,439924.180312082,5005654.351715,-5298.31856122257,-455.502430707772,-5223.68836750504,
2220,-5097760.04750667,435345.008059798,4953141.93518197,-5242.43896418281,-460.323484573577,-5278.69681457373,
2230,-5149902.66655129,430717.882160499,4900082.38749365,-5185.99056466906,-465.093076658138,-5333.11364271939,
2240,-5201477.98366704,426043.319726296,4846481.65340839,-5128.9796270939,-469.810709029629,-5386.93314875992,
2250,-5252480.40502544,421321.842820797,4792345.73439612,-5071.41247102192,-474.475889319142,-5440.14969365753,
2260,-5302904.40026682,416553.978403501,4737680.68799396,-5013.29547054713,-479.088130717558,-5492.7577031137,
2270,-5352744.50304222,411740.258274184,4682492.62715591,-4954.63505359335,-483.64695198042,-5544.7516681424,
2280,-5401995.31154791,406881.219017166,4626787.71959709,-4895.43770115069,-488.15187744883,-5596.12614558362,
2290,-5450651.48905207,401977.401945249,4570572.1871333,-4835.70994647758,-492.602437094642,-5646.87575852247,
2300,-5498707.76441351,397029.353043076,4513852.30501696,-4775.45837431444,-496.99816659236,-5696.99519658854,
2310,-5546158.93259284,392037.62290966,4456634.4012707,-4714.68962016845,-501.338607408516,-5746.47921612957,
