TIME,EST X1,EST X2,EST X3,EST X4,EST X5,EST X6,STD X1,,,,,,,STD X2,,,,,,,STD X3,,,,,,,STD X4,,,,,,,STD X5,,,,,,,STD X6,
250,6773612.63544905,161380.827905555,1863895.22506963,-1998.39186374599,622.998120414641,7269.82423682958,172240634.816406,-31887746.6898804,-15567296.2177734,98465.7829608917,-91563.2637732029,-35741.6035575867,-31887746.6900024,30929881.0471029,10958498.1588287,-43534.7562566698,7954.13860249892,1751.91268795729,-15567296.2177734,10958498.1588287,7043604.76733398,-18578.6817417145,3770.98102611303,4020.30933094025,98465.7829589844,-43534.7562566102,-18578.6817421913,85.1634564699441,-40.0211151438998,-15.0415472388268,-91563.2637736797,7954.13860249892,3770.98102611303,-40.021115143667,63.7830924848484,19.5106918842066,-35741.6035575867,1751.91268795729,4020.30933094025,-15.0415472369641,19.5106918842066,20.1501986926258,
260,6753239.75673604,167601.416612777,1936484.64423272,-2076.14343727503,621.10773369838,7247.92053693805,174252363.421875,-33242966.4089355,-16104819.2128906,102712.042133331,-91464.9354300499,-34192.6602706909,-33242966.4089355,31091553.2126808,11013054.1046753,-44484.3389278054,8211.54979276657,1556.92851114273,-16104819.2148438,11013054.1046753,7123980.93066406,-18978.8373699188,3824.75730347633,4014.23831748962,102712.042131424,-44484.3389278054,-18978.8373699188,88.8721844367053,-41.2737974763149,-14.6533115161583,-91464.9354300499,8211.54979278147,3824.75730347633,-41.2737974760821,63.4571535634994,18.6077269366942,-34192.6602630615,1556.92851138115,4014.23831748962,-14.6533115161583,18.6077269357629,19.4481026401579,
270,6732090.59085655,173802.745234495,2008850.85934294,-2153.64776610373,619.146143775611,7225.18390091722,176349341.148438,-34606796.6520996,-16630463.8710938,106990.794595718,-91357.5360922813,-32565.1811218262,-34606796.6520996,31258305.192276,11065997.793457,-45462.3335679471,8462.08378493041,1332.17368721962,-16630463.8710938,11065997.793457,7204075.625,-19378.8386487961,3868.0814344883,3992.16770362854,106990.794595718,-45462.3335679471,-19378.8386487961,92.6899719768506,-42.4872688481701,-14.154758034274,-91357.5360922813,8462.08378493041,3868.08143424988,-42.4872688479372,63.1208508478401,17.6803895221092,-32565.1811218262,1332.17368721962,3992.16770362854,-14.154758034274,17.6803895221092,18.7555322630167,
280,6710167.65612474,179984.10296757,2080985.55545379,-2230.89568294837,617.113597937816,7201.61722920451,178532223.496094,-35979423.0987549,-17143425.1826172,111302.590028763,-91240.4899764061,-30857.2313346863,-35979423.0987549,31429997.2862816,11116921.4610291,-46467.7624933124,8705.52589224279,1076.76944839954,-17143425.1826172,11116921.4610291,7283569.42163086,-19776.9813761711,3900.732878685,3954.166264534,111302.590028763,-46467.7624933124,-19776.9813761711,96.6127991519704,-43.6603475720622,-13.5428025219589,-91240.4899773598,8705.52589221299,3900.732878685,-43.6603475720622,62.7744477243348,16.7298994241282,-30857.2313346863,1076.76944792271,3954.166264534,-13.542802516371,16.7298994241282,18.0765850191772,
290,6687473.56234092,186144.781526903,2152880.44714669,-2307.87805809021,615.010352495198,7177.22352685917,180801676.199219,-37361015.6693115,-17642861.2724609,115647.902560234,-91113.2053785324,-29066.8260688782,-37361015.6693115,31606485.5545921,11165406.591095,-47499.6188985407,8941.66678324342,789.865944981575,-17642861.2724609,11165406.591095,7362145.0065918,-20171.5201489925,3922.51066923141,3900.37655353546,115647.902558327,-47499.6188985407,-20171.5201489925,100.636527759891,-44.7918873638846,-12.8144869050011,-91113.2053790092,8941.66678324342,3922.51066923141,-44.7918873638846,62.4182158765568,15.7575135417283,-29066.8260688782,789.865944981575,3900.37655735016,-12.8144869087264,15.7575135417283,17.4154805710375,
300,6664011.01040897,192284.075235432,2224527.27957441,-2384.58580076393,612.8366727379,7152.00590299352,183158373.703125,-38751728.0786133,-18127892.5292969,120027.12868309,-90975.0752725601,-27191.9327468872,-38751728.0783691,31787621.9254341,11211024.4077454,-48556.8676930964,9170.3026451543,470.643105864525,-18127892.53125,11211024.4077454,7439488.6706543,-20560.6708176136,3933.23397272825,3831.01694393158,120027.12868309,-48556.8676930964,-20560.6708176136,104.756904970792,-45.8807784361416,-11.9669831478968,-90975.0752725601,9170.3026451543,3933.23397272825,-45.8807784361416,62.0524351013399,14.76452492713,-27191.9327468872,470.643105864525,3831.01694393158,-11.9669831478968,14.76452492713,16.7765572538435,
310,6639782.79193993,198401.281113712,2295917.8294986,-2461.00986053597,610.592832892233,7125.96757016702,185602997.597656,-40151697.4083252,-18597600.7724609,124440.58525753,-90825.4779376984,-25230.4735984802,-40151697.4085693,31973254.3072853,11253336.3813782,-49638.446362704,9391.23534205556,118.311467051506,-18597600.7744141,11253336.3813782,7515291.84155273,-20942.6130316257,3932.74263370037,3746.3836145401,124440.585261345,-49638.446362704,-20942.6130316257,108.969567105111,-46.9259485636139,-10.9975969223306,-90825.4779381752,9391.23534205556,3932.74263370037,-46.9259485636139,61.6773931169253,13.7522617750801,-25230.473613739,118.311467289925,3746.3836145401,-10.9975969186053,13.7522617750801,16.1642684509814,
320,6614791.78884182,204495.698969045,2367043.90632108,-2537.1412286686,608.279116071903,7099.11184374358,188136234.921875,-41561043.6943359,-19051028.4492188,128888.50759697,-90663.7776007652,-23180.3281326294,-41561043.6943359,32163226.703949,11291894.7483521,-50743.2658529878,9604.27256907523,-267.887023925781,-19051028.4492188,11291894.7483521,7589252.67480469,-21315.4928474426,3920.89770162106,3646.85249519348,128888.50759697,-50743.2658529878,-21315.4928474426,113.270043479449,-47.9263641120633,-9.90377120114863,-90663.7776002884,9604.27256907523,3920.89770162106,-47.9263641118305,61.2933853639213,12.7220863907132,-23180.3281326294,-267.887023925781,3646.85249519348,-9.90377120114863,12.7220863907132,15.5831789916217,
330,6589040.97289593,210566.631484084,2437897.35310851,-2612.97093946544,605.895814224374,7071.44214121326,190758776.6875,-42979869.5275879,-19487177.8945312,133371.047584534,-90489.3250756264,-21039.3356628418,-42979869.5275879,32357379.3326874,11326243.0432129,-51870.2114750147,9809.22800154984,-688.678231239319,-19487177.8945312,11326243.0432129,7661077.65234375,-21677.4253902435,3897.58193492889,3532.88109207153,133371.047584534,-51870.2114750147,-21677.4253911972,117.6537603719,-48.8810310348636,-8.68308972194791,-90489.3250761032,9809.22800154984,3897.58193492889,-48.8810310343979,60.9007147992768,11.6753941131756,-21039.3356628418,-688.678231477737,3532.88109207153,-8.68308972194791,11.6753941131756,15.0379612503409,
340,6562533.4053198,216613.384304883,2508470.04761015,-2688.49007159452,603.443228072565,7042.96198148036,193471316.074219,-44408259.6712646,-19905010.6582031,137888.271909714,-90301.4584403038,-18805.2980308533,-44408259.6712646,32555548.7452812,11355916.644104,-53018.1438334584,10005.921439752,-1144.75508010387,-19905010.6582031,11355916.644104,7730483.23828125,-22026.4975910187,3862.70029044151,3405.0102596283,137888.271909714,-53018.1438334584,-22026.4975910187,122.116045070982,-49.7889958310407,-7.33328032307327,-90301.4584403038,10005.921439752,3862.70029044151,-49.7889958310407,60.499691682863,10.6136122210883,-18805.2980308533,-1144.75508010387,3405.0102596283,-7.33328032307327,10.6136122210883,14.5333913063467,
350,6535272.23631704,222635.266128346,2578753.90326826,-2763.68974938528,600.921667052191,7013.67498412053,196274546.671875,-45846280.6953125,-20303446.8886719,142440.160324097,-90099.5037183762,-16475.9822463989,-45846280.6953125,32757567.9519615,11380443.3302917,-54185.8997725844,10194.178948544,-1636.77683317661,-20303446.8886719,11380443.3302917,7797197.55834961,-22360.7709851265,3816.18038874865,3263.86588764191,142440.160327911,-54185.8997725844,-22360.7709851265,126.652130023746,-50.6493464700179,-5.85221820138395,-90099.5037193298,10194.178948544,3816.18038898706,-50.6493464700179,60.0906333580304,9.53819880145602,-16475.9822463989,-1636.77683317661,3263.86588764191,-5.85221820138395,9.53819880145602,14.0743449425161,
360,6507260.70461437,228631.588789018,2648740.87022104,-2838.5611440966,598.33144924515,6983.58486861023,199169160.863281,-47293980.6254883,-20681364.7246094,147026.604003906,-89882.7755625248,-14049.1231842041,-47293980.6254883,32963266.5479736,11399343.8505859,-55372.2933390141,10373.8329923302,-2165.36839556694,-20681364.7246094,11399343.8505859,7860962.11914062,-22678.2845611572,3757.97296583652,3110.16051483154,147026.604003906,-55372.2933390141,-22678.2845611572,131.25715702696,-51.4612132734619,-4.23792901262641,-89882.7755634785,10373.8329923302,3757.97296583652,-51.4612132734619,59.6738640281062,8.45064160972834,-14049.1231765747,-2165.36839556694,3110.16051101685,-4.23792900890112,8.45064160972834,13.665793692863,
370,6478502.13698611,234601.667345208,2718422.93629764,-2913.09547515341,595.672901309399,6952.69545353222,202155847.898438,-48751388.6115723,-21037599.7910156,151647.403938293,-89650.5779685974,-11522.426399231,-48751388.6115723,33172470.8429756,11412132.5046082,-56576.1167649031,10544.7225651592,-2731.11964654922,-21037599.7910156,11412132.5046082,7921533.55932617,-22977.0576820374,3688.05229794979,2944.69485855103,151647.403938293,-56576.1167649031,-22977.0576820374,135.926181510261,-52.2237697590608,-2.48859187588096,-89650.5779681206,10544.7225651592,3688.05229794979,-52.2237697590608,59.2497145255282,7.35245688445866,-11522.426399231,-2731.11964654922,2944.69486236572,-2.48859187588096,7.35245688445866,13.3128005770802,
380,6448999.94776644,240544.820164377,2787792.12800521,-2987.28401135047,592.946358405838,6921.01065576118,205235292.171875,-50218514.6091309,-21370944.7578125,156302.269439697,-89402.2049918175,-8893.57099914551,-50218514.6091309,33385003.9929008,11418317.7331238,-57796.1414610744,10706.6933158785,-3334.58480298519,-21370944.7539062,11418317.7331238,7978685.42456055,-23255.0930294991,3606.41661059856,2768.3592634201,156302.269439697,-57796.1414610744,-23255.0930275917,140.654176867737,-52.9362334462348,-0.602542253211141,-89402.2049913406,10706.6933158785,3606.41661059856,-52.9362334462348,58.8185220792609,6.24518816778436,-8893.57099914551,-3334.58480298519,2768.3592672348,-0.60254224948585,6.24518816825002,13.0205159580171,
