TIME,EST X1,EST X2,EST X3,EST X4,EST X5,EST X6,STD X1,,,,,,,STD X2,,,,,,,STD X3,,,,,,,STD X4,,,,,,,STD X5,,,,,,,STD X6,
0,6995381.76540509,4687.43738616578,3834.48630429147,-5.84027567866674,665.205455386727,7550.03821593904,148099999.984375,-1.52587886141892e-05,-3.81469715354729e-06,1.49011607560441e-08,-92370.0000014305,-53330.0000076294,-1.52587886141892e-05,28850000,9994000,-31210,-1.39698382087913e-09,-7.45058037802205e-09,-3.81469715354729e-06,9994000,5770000,-12420,-3.49245955219784e-10,-1.86264509450551e-09,1.49011607560441e-08,-31210,-12420,36.87,1.36424201257728e-12,7.27595740041216e-12,-92370.0000014305,-1.39698382087913e-09,-3.49245955219784e-10,1.36424201257728e-12,67.979999999869,31.4499999993015,-53330.0000076294,-7.45058037802205e-09,-1.86264509450551e-09,7.27595740041216e-12,31.4499999993015,31.6599999962747,
10,6994915.54314914,11339.0913651989,79333.1707563187,-87.4033126283968,665.112417920757,7549.55155888549,148138276.042969,-1235846.20419312,-657435.403259277,3827.32418256998,-92365.8592808247,-53300.6626815796,-1235846.20419312,28853437.7793839,9995977.34118629,-31230.1517810386,343.341926706024,197.43289680779,-657435.403259277,9995977.3411864,5772494.55946827,-12431.5685327174,197.871288690716,248.970714211464,3827.32418256998,-31230.1517810386,-12431.5685327174,36.9517798555032,-1.79273387101784,-1.09926176827867,-92365.8592808247,343.341926706024,197.871288690716,-1.7927338710324,67.9687365827656,31.4262397708371,-53300.6626815796,197.432896822691,248.970714211464,-1.09926176827867,31.4262397708371,31.6348765475512,
20,6993633.73279775,17989.4273181021,154822.575315448,-168.956256048808,664.941852837359,7548.182255659,148253111.144531,-2472055.52671051,-1314547.4107666,7656.17397677898,-92360.2990288734,-53218.3707809448,-2472055.52671051,28863739.2682558,10001899.812907,-31292.3125267352,686.322069630958,393.52776928246,-1314547.41088867,10001899.812907,5779960.21427155,-12466.9221572541,395.199446231127,496.948921442032,7656.17397725582,-31292.3125267352,-12466.9221572541,37.2006834519769,-3.58355596172623,-2.19342900672927,-92360.2990288734,686.322069634683,395.199446246028,-3.58355596174079,67.9433312608114,31.3610602617264,-53218.3707809448,393.52776928246,496.94892168045,-2.19342900672927,31.3610602617264,31.5635507164359,
30,6991536.48444485,24637.6700653,230293.87425857,-250.489274552266,664.6937810858,7545.93047294594,148444552.054688,-3709033.38729858,-1971043.21533203,11488.1812837124,-92353.2794027328,-53082.9935531616,-3709033.38729858,28880894.2992738,10011739.6415682,-31396.4160330379,1028.64732892066,586.990757107735,-1971043.21533203,10011739.6415682,5792367.49162292,-12525.9417307898,591.486472338438,742.973167419434,11488.1812837124,-31396.4160330379,-12525.9417307898,37.6164390720758,-5.37075542117236,-3.27756503177807,-92353.2794027328,1028.6473289188,591.48647236824,-5.37075542114326,67.9038043838762,31.2545459191315,-53082.993560791,586.990757107735,742.973167657852,-3.27756503177807,31.2545459191315,31.4462947418749,
40,6988624.04648562,31283.0446855659,305738.244098238,-331.99253952245,664.368233383724,7542.79649118394,148712678.28125,-4947183.81115723,-2626626.69067383,15324.9714140892,-92344.7352809906,-52894.3138275146,-4947183.81115723,28904886.8478425,10025451.1547909,-31542.3545706086,1370.02511593327,776.530543655157,-2626626.69042969,10025451.1547909,5809667.74884033,-12608.4307388216,786.236128330231,986.088446617126,15324.9714140892,-31542.3545706086,-12608.4307388216,38.1986021196888,-7.15262461357634,-4.34674414014444,-92344.7352809906,1370.02511593327,786.236128360033,-7.15262461360544,67.850187412342,31.1068332353607,-52894.3138198853,776.530543625355,986.088446140289,-4.34674414014444,31.106833236292,31.2835567129612,
50,6984896.76558132,37924.7766136217,381146.86471987,-413.456226605058,663.96525020039,7538.78070449466,149057601.570312,-6186908.76174927,-3280996.75878906,19168.1599068642,-92334.5763320923,-52652.028427124,-6186908.76174927,28935695.0445423,10042970.8346663,-31729.978974822,1710.1635733638,960.859561160207,-3280996.75878906,10042970.8346663,5831793.33387756,-12714.1155572683,978.954767346382,1225.34934449196,19168.1599068642,-31729.978974822,-12714.1155572683,38.946555514917,-8.92746060565696,-5.39605688047595,-92334.5763320923,1710.1635733638,978.954767346382,-8.92746060565696,67.7825228879181,30.9181106346659,-52652.0284194946,960.859561160207,1225.34934401512,-5.39605688047595,30.9181106346659,31.0759601240814,
60,6980355.0866093,44562.0917375693,456510.920518121,-494.870517189827,663.484881739756,7533.88362058452,149479466.003906,-7428607.47494507,-3933845.7578125,23019.3493273258,-92322.6870970726,-52355.7482681274,-7428607.47494507,28973291.1919479,10064217.3912773,-31959.0987700243,2048.77179453894,1138.69519144297,-3933845.7578125,10064217.3912773,5858657.80838013,-12842.6458159387,1169.15216165781,1459.82317590714,23019.3493278027,-31959.0987700243,-12842.6458159387,39.8595102404459,-10.6935666454665,-6.42061531776562,-92322.6870970726,2048.77179453894,1169.15216165781,-10.6935666454665,67.700864397101,30.6886183088645,-52355.7482681274,1138.69519144297,1459.82317590714,-6.42061531776562,30.6886183088645,30.8243034614086,
70,6974999.55259813,51194.2164961541,531821.601532107,-576.22559988094,662.927187923776,7528.10586061533,149978447.46875,-8672675.79632568,-4584857.82373047,26880.1260876656,-92308.9271011353,-52004.9989624023,-8672675.79632568,29017641.78583,10089091.8565254,-32229.4823277891,2385.56004214287,1308.7609629631,-4584857.82373047,10089091.8565254,5890156.23368835,-12993.5948643386,1356.34232744575,1688.59310913086,26880.1260876656,-32229.4823277891,-12993.5948643982,40.9365060361404,-12.4492536334437,-7.41555826924741,-92308.9271011353,2385.56004214287,1356.34232744575,-12.4492536334437,67.6052765298471,30.4186480175704,-52004.9989624023,1308.76096302271,1688.59310913086,-7.41555826924741,30.4186480166391,30.5295594615698,
80,6968830.80464819,57820.3779758631,607070.104579195,-657.511671953487,662.292238376258,7521.44815904753,150554753.421875,-9919505.52081299,-5233707.27978516,30752.057267189,-92293.1309933662,-51599.2212982178,-9919505.52081299,29068707.5407281,10117477.6981201,-32540.8570586592,2720.23996623605,1469.7877420783,-5233707.27978516,10117477.6981201,5926165.51890564,-13166.4603361785,1540.04434530437,1910.76127123833,30752.057267189,-32540.8570586592,-13166.4603362381,42.1764122385601,-14.1928415804578,-8.3760565049015,-92293.1309933662,2720.23996623605,1540.04434536397,-14.1928415804578,67.4958348313037,30.1085428453516,-51599.2212982178,1469.7877420187,1910.76127123833,-8.37605650583282,30.1085428453516,30.1928742548287,
90,6961849.58183777,64439.804007867,682247.634387108,-738.718940794307,661.580112407584,7513.91136345912,151208622.441406,-11169483.7367249,-5880057.03173828,34636.6874432564,-92275.1087059975,-51137.771774292,-11169483.7367249,29126443.4198554,10149240.9535561,-32892.9096367918,3052.5248211734,1620.51491671801,-5880057.03173828,10149240.9535561,5966544.83117676,-13360.6648162603,1719.78317677975,2125.45184803009,34636.6874423027,-32892.9096367918,-13360.6648162007,43.5779287621797,-15.9226610549376,-9.2973179416731,-92275.1087059975,3052.5248211734,1719.78317683935,-15.9226610549376,67.3726257487968,29.7586969221011,-51137.7717666626,1620.51491677761,2125.45184803009,-9.2973179416731,29.7586969221011,29.8155665976763,
100,6954056.72111476,71051.7232648135,757345.404724097,-819.837625326345,660.790899000584,7505.4964343435,151940323.738281,-12422992.1723328,-6523556.99072266,38535.5355315208,-92254.6456463337,-50619.9234352112,-12422992.1723328,29190798.6693714,10184230.3841667,-33285.2862573601,3382.12968196534,1759.6915756762,-6523556.99072266,10184230.3841667,6011136.06756592,-13575.5566037297,1895.09047523141,2331.81414270401,38535.5355315208,-33285.2862573601,-13575.5566037297,45.1395872186356,-17.6370546163234,-10.1745927645825,-92254.6456463337,3382.12968197279,1895.09047523141,-17.6370546164399,67.2357465733465,29.3695551052224,-50619.9234352112,1759.6915756762,2331.81414270401,-10.1745927645825,29.3695551052224,29.3991265913308,
110,6945453.15717429,77655.3653574869,832354.63952702,-900.857957416432,659.92469679775,7496.20444488963,152750156.613281,-13680406.5495911,-7163842.49560547,42450.0916390419,-92231.5029149055,-50044.8666381836,-13680406.5495911,29261716.8569286,10222277.6488762,-33717.5929256789,3708.77165943757,1886.07767617702,-7163842.49462891,10222277.6488762,6059764.38739014,-13810.4105765224,2065.50539201498,2529.02562999725,42450.0916390419,-33717.5929256789,-13810.4105765224,46.8597521701547,-19.3343782356824,-11.0031785517931,-92231.5029149055,3708.77165943757,2065.50539213419,-19.3343782356824,67.0853053760318,28.9416126227006,-50044.8666381836,1886.07767617702,2529.02563095093,-11.0031785508618,28.9416126217693,28.9452144710183,
120,6936039.9223223,84249.9609313473,907266.574027127,-981.770183267224,658.981614089948,7486.03658074777,153638449.855469,-14942095.9412842,-7800532.76757812,46381.8139419556,-92205.4175403118,-49411.7099723816,-14942095.9412842,29339135.9145393,10263197.4977112,-34189.3957781047,4032.17011446506,1998.44520556927,-7800532.76757812,10263197.4977112,6112238.8067627,-14064.4291510582,2230.57537537813,2716.29497909546,46381.8139419556,-34189.3957781047,-14064.4291510582,48.736622515188,-21.0130027015111,-11.7784253237769,-92205.4175403118,4032.17011446506,2230.57537537813,-21.0130027015111,66.9214209398295,28.4754146880005,-49411.709980011,1998.44520556927,2716.29497909546,-11.7784253237769,28.4754146870691,28.4556593244731,
