TIME,EST X1,EST X2,EST X3,EST X4,EST X5,EST X6,STD X1,,,,,,,STD X2,,,,,,,STD X3,,,,,,,STD X4,,,,,,,STD X5,,,,,,,STD X6,
0,7010410.53560901,-7295.98680339847,-964.230316027956,4.33474838612141,661.39808390299,7542.26150858532,148099999.984375,2.28881829212837e-05,1.90734857677365e-06,-7.45058037802205e-09,-92370.0000009537,-53330.0000076294,2.28881829212837e-05,28850000,9994000,-31210,1.39698382087913e-09,1.11758705670331e-08,1.90734857677365e-06,9994000,5770000,-12420,1.16415318406595e-10,9.31322547252757e-10,-7.45058037802205e-09,-31210,-12420,36.87,-4.5474733752576e-13,-3.63797870020608e-12,-92370.0000009537,1.39698382087913e-09,1.16415318406595e-10,-4.5474733752576e-13,67.9799999999418,31.4499999995343,-53330.0000076294,1.11758705670331e-08,9.31322547252757e-10,-3.63797870020608e-12,31.4499999995343,31.6599999962747,
10,7010047.81308891,-681.709117935857,74456.9781920521,-76.8783722017648,661.4446858245,7541.83417658618,148138054.1875,-1235899.85932636,-657457.534545898,3805.16693651676,-92374.7198338509,-53304.487953186,-1235899.85932541,28853459.9931174,9995985.0999768,-31231.9894161377,345.59337766713,198.216689395718,-657457.534545898,9995985.0999768,5772499.01496291,-12432.2323985132,198.665804674849,249.422455102205,3805.16693651676,-31231.9894161377,-12432.2323985142,36.9550737760799,-1.78143200281556,-1.0922861424624,-92374.7198338509,345.593377667014,198.665804667398,-1.78143200280101,67.9798017315141,31.4318303375039,-53304.487953186,198.216689392924,249.422455221415,-1.09228614257881,31.4318303375039,31.6376508718193,
20,7008873.00198063,5932.65156540721,149869.533066836,-158.081348151982,661.414683761134,7540.53080366898,148252225.804688,-2472268.85616302,-1314638.46289062,7612.00900959969,-92378.0726528168,-53226.5419464111,-2472268.85616302,28863830.535277,10001931.9358689,-31295.7450441017,691.00631209719,395.16788707301,-1314638.46289062,10001931.9358689,5779978.55939865,-12468.1101010907,396.882964678109,497.89371740818,7612.00900959969,-31295.7450441014,-12468.1101010907,37.2052275217336,-3.5614280963382,-2.17972404480679,-92378.0726537704,691.00631209719,396.882964678109,-3.5614280963382,67.965541860244,31.3726017421577,-53226.5419464111,395.16788706556,497.89371740818,-2.17972404480679,31.3726017421577,31.5695043450058,
30,7006886.25235954,12546.3292312538,225264.674738393,-239.264454109769,661.30808420781,7538.35157637828,148442564.453125,-3709510.57849121,-1971253.82568359,11422.1380748749,-92380.0242800713,-53096.0347595215,-3709510.57847595,28881105.1026078,10011814.4802351,-31401.2092587091,1035.94734114828,589.570772066712,-1971253.82592773,10011814.4802351,5792410.06900787,-12527.5189213231,594.157547801733,744.460514068604,11422.1380748749,-31401.2092587096,-12527.5189213231,37.6202098659731,-5.33829998450528,-3.25744992215186,-92380.0242810249,1035.94734114828,594.157547831535,-5.33829998450528,67.9372320619102,31.2723842752166,-53096.0347595215,589.570772066712,744.460514068604,-3.25744992191903,31.2723842752166,31.4558187259197,
40,7004087.81153888,19158.5579771681,300633.64606298,-320.417968092301,661.124903255329,7535.29679339647,148709151.960938,-4948027.36625671,-2627011.44335938,15237.1597828865,-92380.5156059265,-52912.7540588379,-4948027.36625671,28905271.3450294,10025588.9553118,-31548.2834076537,1380.12534225173,780.144769847393,-2627011.44335938,10025588.9553118,5809745.9705658,-12610.2683895379,789.997151851654,988.175748825073,15237.1597828865,-31548.2834076537,-12610.2683895379,38.1995995770801,-7.1103621078073,-4.32061030855402,-92380.5156059265,1380.12534225173,789.997151851654,-7.1103621078073,67.8948949624271,31.1312992041931,-52912.7540512085,780.144769847393,988.17574930191,-4.32061030855402,31.1312992041931,31.2970251722097,
50,7000478.02402879,25768.5721095389,375967.693444042,-401.53217295153,660.865166575332,7531.36686546236,149052102.109375,-6188219.652771,-3281614.30273438,19058.6704449654,-92379.4626502991,-52676.4027099609,-6188219.652771,28936311.0952157,10043193.8808079,-31736.8278918024,1723.24974946678,965.612738877535,-3281614.30273438,10043193.8808098,5831919.83673096,-12716.092002362,983.911721587181,1228.10160064697,19058.670445919,-31736.8278918024,-12716.0920023322,38.9428059352311,-8.8759331018955,-5.36436722800136,-92379.4626493454,1723.24974946678,983.911721616983,-8.8759331018955,67.8385641145822,30.9495188929141,-52676.4027099609,965.612738877535,1228.10160064697,-5.36436722800136,30.9495188938454,31.0937271548271,
60,6996057.33148064,32375.6062393122,451258.067952238,-482.59735782857,660.528909404989,7526.56231525871,149471560.5625,-7430485.30706787,-3934758.95458984,22888.2538952827,-92376.7566261292,-52386.5990219116,-7430485.30706787,28974200.3818927,10064550.141674,-31966.6622791626,2065.03077001125,1144.70215377212,-3934758.95458984,10064550.141674,5858846.60183716,-12844.6475713551,1175.41436260939,1463.31259202957,22888.2538957596,-31966.6622791681,-12844.6475713551,39.8490692530566,-10.6333372504159,-6.38390334392898,-92376.7566261292,2065.03077001125,1175.41436260939,-10.6333372504159,67.7682839696597,30.7272666613571,-52386.5990219116,1144.70215377212,1463.31259250641,-6.38390334346332,30.7272666613571,30.8466999923646,
70,6990826.27261692,38978.8953775694,526496.026444196,-563.603819596836,660.116176531778,7520.88377727051,149967704.539062,-8675218.97879028,-4586133.90722656,26727.4783573151,-92372.26404953,-52042.877166748,-8675218.9788208,29018909.4474621,10089561.075861,-32237.5654522125,2405.17960019596,1316.14628449082,-4586133.90771484,10089561.0758572,5890422.83982849,-12995.5176716298,1364.0221529454,1692.89867138863,26727.4783568382,-32237.5654522125,-12995.5176716298,40.9174615412292,-12.3809059275518,-7.37442709808238,-92372.26404953,2405.17960019596,1364.0221529454,-12.3809059275518,67.6841098408138,30.4648165863473,-52042.8771743774,1316.14628461003,1692.89867186546,-7.37442709808238,30.4648165863473,30.5568902438343,
80,6984785.48314678,45577.6750309565,601672.832679712,-644.541864291696,659.627022278659,7514.3319976166,150540742.304688,-9922811.44604492,-5235418.05224609,30577.8933315277,-92365.8268737793,-51644.6877822876,-9922811.44604492,29070402.7699394,10118112.5819016,-32549.2757881656,2743.40864081681,1478.68537050486,-5235418.05273438,10118112.5819016,5926527.10343933,-13168.2101888359,1549.25695112348,1915.96826386452,30577.8933315277,-32549.2757881656,-13168.2101888359,42.1468873161309,-14.1169790318818,-8.33117781160399,-92365.8268737793,2743.40864082053,1549.25695118308,-14.1169790318236,67.5861078631085,30.162493284326,-51644.6877822876,1478.68537050486,1915.96826291084,-8.33117781067267,30.1624932833947,30.2254148667514,
90,6977935.69566728,52171.1812969672,676779.75843715,-725.401808525017,659.061510489946,7506.90783385729,151190913.054688,-11173648.9661865,-5882279.07324219,34441.0264616013,-92357.2626228333,-51191.3983764648,-11173648.9662476,29128639.0891879,10150073.2462559,-32901.4913716502,3079.43171166815,1631.06778785586,-5882279.07324219,10150073.2462559,5967020.32389832,-13362.1589634717,1730.64619998634,2131.65130734444,34441.0264616013,-32901.4913716502,-13362.1589634717,43.5360845463536,-15.8399064074911,-9.24943076306954,-92357.2626228333,3079.4317116607,1730.64619998634,-15.8399064075493,67.4743549463845,29.8206716480199,-51191.3983840942,1631.06778785586,2131.65130734444,-9.24943076306954,29.8206716480199,29.8535603826702,
